Date,Closing Price
2018년 07월 18일,68.76
2018년 07월 17일,68.08
2018년 07월 16일,68.06
2018년 07월 13일,71.01
2018년 07월 12일,70.33
2018년 07월 11일,70.38
2018년 07월 10일,74.11
2018년 07월 09일,73.85
2018년 07월 06일,73.8
2018년 07월 05일,72.94
2018년 07월 04일,74.13
2018년 07월 03일,74.14
2018년 07월 02일,73.94
2018년 06월 29일,74.15
2018년 06월 28일,73.45
2018년 06월 27일,72.76
2018년 06월 26일,70.53
2018년 06월 25일,68.08
2018년 06월 22일,68.58
2018년 06월 21일,65.54
2018년 06월 20일,66.22
2018년 06월 19일,65.07
2018년 06월 18일,65.85
2018년 06월 15일,65.06
2018년 06월 14일,66.89
2018년 06월 13일,66.64
2018년 06월 12일,66.36
2018년 06월 11일,66.1
2018년 06월 08일,65.74
2018년 06월 07일,65.95
2018년 06월 06일,64.73
2018년 06월 05일,65.52
2018년 06월 04일,64.75
2018년 06월 01일,65.81
2018년 05월 31일,67.04
2018년 05월 30일,68.21
2018년 05월 29일,66.73
2018년 05월 28일,67.05
2018년 05월 27일,67.36
2018년 05월 25일,67.88
2018년 05월 24일,70.71
2018년 05월 23일,71.84
2018년 05월 22일,72.13
2018년 05월 21일,72.24
2018년 05월 18일,71.28
2018년 05월 17일,71.49
2018년 05월 16일,71.49
2018년 05월 15일,71.31
2018년 05월 14일,70.96
2018년 05월 11일,70.7
2018년 05월 10일,71.36
2018년 05월 09일,71.14
2018년 05월 08일,69.06
2018년 05월 07일,70.73
2018년 05월 04일,69.72
2018년 05월 03일,68.43
2018년 05월 02일,67.93
2018년 05월 01일,67.25
2018년 04월 30일,68.57
2018년 04월 27일,68.1
2018년 04월 26일,68.19
2018년 04월 25일,68.05
2018년 04월 24일,67.7
2018년 04월 23일,68.64
2018년 04월 20일,68.38
2018년 04월 19일,68.29
2018년 04월 18일,68.47
2018년 04월 17일,66.52
2018년 04월 16일,66.22
2018년 04월 13일,67.39
2018년 04월 12일,67.07
2018년 04월 11일,66.82
2018년 04월 10일,65.51
2018년 04월 09일,63.42
2018년 04월 06일,62.06
2018년 04월 05일,63.54
2018년 04월 04일,63.37
2018년 04월 03일,63.51
2018년 04월 02일,63.01
2018년 03월 29일,64.94
2018년 03월 28일,64.38
2018년 03월 27일,65.25
2018년 03월 26일,65.55
2018년 03월 23일,65.88
2018년 03월 22일,64.3
2018년 03월 21일,65.17
2018년 03월 20일,63.4
2018년 03월 19일,62.06
2018년 03월 16일,62.34
2018년 03월 15일,61.19
2018년 03월 14일,60.96
2018년 03월 13일,60.71
2018년 03월 12일,61.36
2018년 03월 09일,62.04
2018년 03월 08일,60.12
2018년 03월 07일,61.15
2018년 03월 06일,62.6
2018년 03월 05일,62.57
2018년 03월 02일,61.25
2018년 03월 01일,60.99
2018년 02월 28일,61.64
2018년 02월 27일,63.01
2018년 02월 26일,63.91
2018년 02월 23일,63.55
2018년 02월 22일,62.77
2018년 02월 21일,61.68
2018년 02월 20일,61.9
2018년 02월 19일,62.38
2018년 02월 18일,61.72
2018년 02월 16일,61.68
2018년 02월 15일,61.34
2018년 02월 14일,60.6
2018년 02월 13일,59.19
2018년 02월 12일,59.29
2018년 02월 09일,59.2
2018년 02월 08일,61.15
2018년 02월 07일,61.79
2018년 02월 06일,63.39
2018년 02월 05일,64.15
2018년 02월 02일,65.45
2018년 02월 01일,65.8
2018년 01월 31일,64.73
2018년 01월 30일,64.5
2018년 01월 29일,65.56
2018년 01월 26일,66.14
2018년 01월 25일,65.51
2018년 01월 24일,65.61
2018년 01월 23일,64.47
2018년 01월 22일,63.49
2018년 01월 19일,63.37
2018년 01월 18일,63.95
2018년 01월 17일,63.97
2018년 01월 16일,63.73
2018년 01월 15일,64.73
2018년 01월 14일,64.28
2018년 01월 12일,64.3
2018년 01월 11일,63.8
2018년 01월 10일,63.57
2018년 01월 09일,62.96
2018년 01월 08일,61.73
2018년 01월 05일,61.44
2018년 01월 04일,62.01
2018년 01월 03일,61.63
2018년 01월 02일,60.37
2018년 01월 01일,60.24
2017년 12월 29일,60.42
2017년 12월 28일,59.84
2017년 12월 27일,59.64
2017년 12월 26일,59.97
2017년 12월 25일,58.59
2017년 12월 22일,58.47
2017년 12월 21일,58.36
2017년 12월 20일,58.09
2017년 12월 19일,57.46
2017년 12월 18일,57.16
2017년 12월 15일,57.3
2017년 12월 14일,57.04
2017년 12월 13일,56.6
2017년 12월 12일,57.14
2017년 12월 11일,57.99
2017년 12월 08일,57.36
2017년 12월 07일,56.69
2017년 12월 06일,55.96
2017년 12월 05일,57.62
2017년 12월 04일,57.47
2017년 12월 01일,58.36
2017년 11월 30일,57.4
2017년 11월 29일,57.3
2017년 11월 28일,57.99
2017년 11월 27일,58.11
2017년 11월 24일,58.95
2017년 11월 23일,58.38
2017년 11월 22일,58.02
2017년 11월 21일,56.83
2017년 11월 20일,56.09
2017년 11월 17일,56.55
2017년 11월 16일,55.14
2017년 11월 15일,55.33
2017년 11월 14일,55.7
2017년 11월 13일,56.76
2017년 11월 10일,56.74
2017년 11월 09일,57.17
2017년 11월 08일,56.81
2017년 11월 07일,57.2
2017년 11월 06일,57.35
2017년 11월 03일,55.64
2017년 11월 02일,54.54
2017년 11월 01일,54.3
2017년 10월 31일,54.38
2017년 10월 30일,54.15
2017년 10월 27일,53.9
2017년 10월 26일,52.64
2017년 10월 25일,52.18
2017년 10월 24일,52.47
2017년 10월 23일,51.9
2017년 10월 20일,51.47
2017년 10월 19일,51.29
2017년 10월 18일,52.04
2017년 10월 17일,51.88
2017년 10월 16일,51.87
2017년 10월 13일,51.45
2017년 10월 12일,50.6
2017년 10월 11일,51.3
2017년 10월 10일,50.92
2017년 10월 09일,49.58
2017년 10월 06일,49.29
2017년 10월 05일,50.79
2017년 10월 04일,49.98
2017년 10월 03일,50.42
2017년 10월 02일,50.58
2017년 09월 29일,51.67
2017년 09월 28일,51.56
2017년 09월 27일,52.14
2017년 09월 26일,51.88
2017년 09월 25일,52.22
2017년 09월 22일,50.66
2017년 09월 21일,50.55
2017년 09월 20일,50.41
2017년 09월 19일,49.48
2017년 09월 18일,49.91
2017년 09월 15일,49.89
2017년 09월 14일,49.89
2017년 09월 13일,49.3
2017년 09월 12일,48.23
2017년 09월 11일,48.07
2017년 09월 08일,47.48
2017년 09월 07일,49.09
2017년 09월 06일,49.16
2017년 09월 05일,48.66
2017년 09월 04일,47.41
2017년 09월 03일,47.32
2017년 09월 01일,47.29
2017년 08월 31일,47.23
2017년 08월 30일,45.96
2017년 08월 29일,46.44
2017년 08월 28일,46.57
2017년 08월 25일,47.87
2017년 08월 24일,47.43
2017년 08월 23일,48.41
2017년 08월 22일,47.64
2017년 08월 21일,47.37
2017년 08월 18일,48.51
2017년 08월 17일,47.09
2017년 08월 16일,46.78
2017년 08월 15일,47.55
2017년 08월 14일,47.59
2017년 08월 11일,48.82
2017년 08월 10일,48.59
2017년 08월 09일,49.56
2017년 08월 08일,49.17
2017년 08월 07일,49.39
2017년 08월 04일,49.58
2017년 08월 03일,49.03
2017년 08월 02일,49.59
2017년 08월 01일,49.16
2017년 07월 31일,50.17
2017년 07월 28일,49.71
2017년 07월 27일,49.04
2017년 07월 26일,48.75
2017년 07월 25일,47.89
2017년 07월 24일,46.34
2017년 07월 21일,45.77
2017년 07월 20일,46.79
2017년 07월 19일,47.12
2017년 07월 18일,46.4
2017년 07월 17일,46.02
2017년 07월 14일,46.54
2017년 07월 13일,46.08
2017년 07월 12일,45.49
2017년 07월 11일,45.04
2017년 07월 10일,44.4
2017년 07월 07일,44.23
2017년 07월 06일,45.52
2017년 07월 05일,45.13
2017년 07월 04일,47.13
2017년 07월 03일,47.07
2017년 06월 30일,46.04
2017년 06월 29일,44.93
2017년 06월 28일,44.74
2017년 06월 27일,44.24
2017년 06월 26일,43.38
2017년 06월 23일,43.01
2017년 06월 22일,42.74
2017년 06월 21일,42.53
2017년 06월 20일,43.23
2017년 06월 19일,44.2
2017년 06월 16일,44.74
2017년 06월 15일,44.46
2017년 06월 14일,44.73
2017년 06월 13일,46.46
2017년 06월 12일,46.08
2017년 06월 09일,45.83
2017년 06월 08일,45.64
2017년 06월 07일,45.72
2017년 06월 06일,48.19
2017년 06월 05일,47.4
2017년 06월 02일,47.66
2017년 06월 01일,48.36
2017년 05월 31일,48.32
2017년 05월 30일,49.66
2017년 05월 29일,49.97
2017년 05월 28일,49.94
2017년 05월 26일,49.8
2017년 05월 25일,48.9
2017년 05월 24일,51.36
2017년 05월 23일,51.47
2017년 05월 22일,50.73
2017년 05월 19일,50.33
2017년 05월 18일,49.35
2017년 05월 17일,49.07
2017년 05월 16일,48.66
2017년 05월 15일,48.85
2017년 05월 12일,47.84
2017년 05월 11일,47.83
2017년 05월 10일,47.33
2017년 05월 09일,45.88
2017년 05월 08일,46.43
2017년 05월 05일,46.22
2017년 05월 04일,45.52
2017년 05월 03일,47.82
2017년 05월 02일,47.66
2017년 05월 01일,48.84
2017년 04월 28일,49.33
2017년 04월 27일,48.97
2017년 04월 26일,49.62
2017년 04월 25일,49.56
2017년 04월 24일,49.23
2017년 04월 21일,49.62
2017년 04월 20일,50.27
2017년 04월 19일,50.44
2017년 04월 18일,52.41
2017년 04월 17일,52.65
2017년 04월 13일,53.18
2017년 04월 12일,53.11
2017년 04월 11일,53.4
2017년 04월 10일,53.08
2017년 04월 07일,52.24
2017년 04월 06일,51.7
2017년 04월 05일,51.15
2017년 04월 04일,51.03
2017년 04월 03일,50.24
2017년 03월 31일,50.6
2017년 03월 30일,50.35
2017년 03월 29일,49.51
2017년 03월 28일,48.37
2017년 03월 27일,47.73
2017년 03월 24일,47.97
2017년 03월 23일,47.7
2017년 03월 22일,48.04
2017년 03월 21일,47.34
2017년 03월 20일,48.22
2017년 03월 17일,48.78
2017년 03월 16일,48.75
2017년 03월 15일,48.86
2017년 03월 14일,47.72
2017년 03월 13일,48.4
2017년 03월 10일,48.49
2017년 03월 09일,49.28
2017년 03월 08일,50.28
2017년 03월 07일,53.14
2017년 03월 06일,53.2
2017년 03월 03일,53.33
2017년 03월 02일,52.61
2017년 03월 01일,53.83
2017년 02월 28일,54.01
2017년 02월 27일,54.05
2017년 02월 24일,53.99
2017년 02월 23일,54.45
2017년 02월 22일,53.59
2017년 02월 21일,54.06
2017년 02월 20일,53.97
2017년 02월 19일,53.79
2017년 02월 17일,53.4
2017년 02월 16일,53.36
2017년 02월 15일,53.11
2017년 02월 14일,53.2
2017년 02월 13일,52.93
2017년 02월 10일,53.86
2017년 02월 09일,53
2017년 02월 08일,52.34
2017년 02월 07일,52.17
2017년 02월 06일,53.01
2017년 02월 03일,53.83
2017년 02월 02일,53.54
2017년 02월 01일,53.88
2017년 01월 31일,52.81
2017년 01월 30일,52.63
2017년 01월 27일,53.17
2017년 01월 26일,53.78
2017년 01월 25일,52.75
2017년 01월 24일,53.18
2017년 01월 23일,52.75
2017년 01월 20일,52.42
2017년 01월 19일,51.37
2017년 01월 18일,51.08
2017년 01월 17일,52.48
2017년 01월 16일,52.52
2017년 01월 15일,52.45
2017년 01월 13일,52.37
2017년 01월 12일,53.01
2017년 01월 11일,52.25
2017년 01월 10일,50.82
2017년 01월 09일,51.96
2017년 01월 06일,53.99
2017년 01월 05일,53.76
2017년 01월 04일,53.26
2017년 01월 03일,52.33
2017년 01월 02일,54.03
2016년 12월 30일,53.72
2016년 12월 29일,53.77
2016년 12월 28일,54.06
2016년 12월 27일,53.9
2016년 12월 26일,53.19
2016년 12월 23일,53.02
2016년 12월 22일,52.95
2016년 12월 21일,52.49
2016년 12월 20일,52.23
2016년 12월 19일,52.12
2016년 12월 16일,51.9
2016년 12월 15일,50.9
2016년 12월 14일,51.04
2016년 12월 13일,52.98
2016년 12월 12일,52.83
2016년 12월 09일,51.5
2016년 12월 08일,50.84
2016년 12월 07일,49.77
2016년 12월 06일,50.93
2016년 12월 05일,51.79
2016년 12월 02일,51.68
2016년 12월 01일,51.06
2016년 11월 30일,49.44
2016년 11월 29일,45.23
2016년 11월 28일,47.08
2016년 11월 25일,46.06
2016년 11월 24일,47.98
2016년 11월 23일,47.96
2016년 11월 22일,48.03
2016년 11월 21일,47.49
2016년 11월 18일,45.69
2016년 11월 17일,45.42
2016년 11월 16일,45.57
2016년 11월 15일,45.81
2016년 11월 14일,43.32
2016년 11월 11일,43.41
2016년 11월 10일,44.66
2016년 11월 09일,45.27
2016년 11월 08일,44.98
2016년 11월 07일,44.89
2016년 11월 04일,44.07
2016년 11월 03일,44.66
2016년 11월 02일,45.34
2016년 11월 01일,46.67
2016년 10월 31일,46.86
2016년 10월 28일,48.7
2016년 10월 27일,49.72
2016년 10월 26일,49.18
2016년 10월 25일,49.96
2016년 10월 24일,50.52
2016년 10월 21일,50.85
2016년 10월 20일,50.43
2016년 10월 19일,51.6
2016년 10월 18일,50.29
2016년 10월 17일,49.94
2016년 10월 14일,50.35
2016년 10월 13일,50.44
2016년 10월 12일,50.18
2016년 10월 11일,50.79
2016년 10월 10일,51.35
2016년 10월 07일,49.81
2016년 10월 06일,50.44
2016년 10월 05일,49.83
2016년 10월 04일,48.69
2016년 10월 03일,48.81
2016년 09월 30일,48.24
2016년 09월 29일,47.83
2016년 09월 28일,47.05
2016년 09월 27일,44.67
2016년 09월 26일,45.93
2016년 09월 23일,44.48
2016년 09월 22일,46.32
2016년 09월 21일,45.34
2016년 09월 20일,43.44
2016년 09월 19일,43.3
2016년 09월 16일,43.03
2016년 09월 15일,43.91
2016년 09월 14일,43.58
2016년 09월 13일,44.9
2016년 09월 12일,46.29
2016년 09월 09일,45.88
2016년 09월 08일,47.62
2016년 09월 07일,45.5
2016년 09월 06일,44.83
2016년 09월 05일,45.07
2016년 09월 04일,44.11
2016년 09월 02일,44.44
2016년 09월 01일,43.16
2016년 08월 31일,44.7
2016년 08월 30일,46.35
2016년 08월 29일,46.98
2016년 08월 26일,47.64
2016년 08월 25일,47.33
2016년 08월 24일,46.77
2016년 08월 23일,48.1
2016년 08월 22일,47.05
2016년 08월 19일,48.52
2016년 08월 18일,48.22
2016년 08월 17일,46.79
2016년 08월 16일,46.58
2016년 08월 15일,45.74
2016년 08월 12일,44.49
2016년 08월 11일,43.49
2016년 08월 10일,41.71
2016년 08월 09일,42.77
2016년 08월 08일,43.02
2016년 08월 05일,41.8
2016년 08월 04일,41.93
2016년 08월 03일,40.83
2016년 08월 02일,39.51
2016년 08월 01일,40.06
2016년 07월 29일,41.6
2016년 07월 28일,41.14
2016년 07월 27일,41.92
2016년 07월 26일,42.92
2016년 07월 25일,43.13
2016년 07월 22일,44.19
2016년 07월 21일,44.75
2016년 07월 20일,44.94
2016년 07월 19일,44.65
2016년 07월 18일,45.24
2016년 07월 15일,45.95
2016년 07월 14일,45.68
2016년 07월 13일,44.75
2016년 07월 12일,46.8
2016년 07월 11일,44.76
2016년 07월 08일,45.41
2016년 07월 07일,45.14
2016년 07월 06일,47.43
2016년 07월 05일,46.6
2016년 07월 04일,48.65
2016년 07월 03일,49.01
2016년 07월 01일,48.99
2016년 06월 30일,48.33
2016년 06월 29일,49.88
2016년 06월 28일,47.85
2016년 06월 27일,46.33
2016년 06월 24일,47.64
2016년 06월 23일,50.11
2016년 06월 22일,49.13
2016년 06월 21일,48.85
2016년 06월 20일,49.37
2016년 06월 17일,47.98
2016년 06월 16일,46.21
2016년 06월 15일,48.01
2016년 06월 14일,48.49
2016년 06월 13일,48.88
2016년 06월 10일,49.07
2016년 06월 09일,50.56
2016년 06월 08일,51.23
2016년 06월 07일,50.36
2016년 06월 06일,49.69
2016년 06월 03일,48.62
2016년 06월 02일,49.17
2016년 06월 01일,49.01
2016년 05월 31일,49.1
2016년 05월 30일,49.51
2016년 05월 29일,49.58
2016년 05월 27일,49.33
2016년 05월 26일,49.48
2016년 05월 25일,49.56
2016년 05월 24일,48.62
2016년 05월 23일,48.08
2016년 05월 20일,47.75
2016년 05월 19일,48.16
2016년 05월 18일,48.19
2016년 05월 17일,48.31
2016년 05월 16일,47.72
2016년 05월 13일,46.21
2016년 05월 12일,46.7
2016년 05월 11일,46.23
2016년 05월 10일,44.66
2016년 05월 09일,43.44
2016년 05월 06일,44.66
2016년 05월 05일,44.32
2016년 05월 04일,43.78
2016년 05월 03일,43.65
2016년 05월 02일,44.78
2016년 04월 29일,45.92
2016년 04월 28일,46.03
2016년 04월 27일,45.33
2016년 04월 26일,44.04
2016년 04월 25일,42.64
2016년 04월 22일,43.73
2016년 04월 21일,43.18
2016년 04월 20일,42.63
2016년 04월 19일,41.08
2016년 04월 18일,39.78
2016년 04월 15일,40.36
2016년 04월 14일,41.5
2016년 04월 13일,41.76
2016년 04월 12일,42.17
2016년 04월 11일,40.36
2016년 04월 08일,39.72
2016년 04월 07일,37.26
2016년 04월 06일,37.75
2016년 04월 05일,35.89
2016년 04월 04일,35.7
2016년 04월 01일,36.79
2016년 03월 31일,38.34
2016년 03월 30일,38.32
2016년 03월 29일,38.28
2016년 03월 28일,39.39
2016년 03월 24일,39.46
2016년 03월 23일,39.79
2016년 03월 22일,41.45
2016년 03월 21일,39.91
2016년 03월 18일,39.44
2016년 03월 17일,40.2
2016년 03월 16일,38.46
2016년 03월 15일,36.34
2016년 03월 14일,37.18
2016년 03월 11일,38.5
2016년 03월 10일,37.84
2016년 03월 09일,38.29
2016년 03월 08일,36.5
2016년 03월 07일,37.9
2016년 03월 04일,35.92
2016년 03월 03일,34.57
2016년 03월 02일,34.66
2016년 03월 01일,34.4
2016년 02월 29일,33.75
2016년 02월 26일,32.78
2016년 02월 25일,33.07
2016년 02월 24일,32.15
2016년 02월 23일,31.87
2016년 02월 22일,31.48
2016년 02월 19일,29.64
2016년 02월 18일,30.77
2016년 02월 17일,30.66
2016년 02월 16일,29.04
2016년 02월 15일,30.6
2016년 02월 14일,29.08
2016년 02월 12일,29.44
2016년 02월 11일,26.21
2016년 02월 10일,27.45
2016년 02월 09일,27.94
2016년 02월 08일,29.69
2016년 02월 05일,30.89
2016년 02월 04일,31.72
2016년 02월 03일,32.28
2016년 02월 02일,29.88
2016년 02월 01일,31.62
2016년 01월 29일,33.62
2016년 01월 28일,33.22
2016년 01월 27일,32.3
2016년 01월 26일,31.45
2016년 01월 25일,30.34
2016년 01월 22일,32.19
2016년 01월 21일,29.53
2016년 01월 20일,26.55
2016년 01월 19일,28.46
2016년 01월 18일,30.02
2016년 01월 17일,29.75
2016년 01월 15일,29.42
2016년 01월 14일,31.2
2016년 01월 13일,30.48
2016년 01월 12일,30.44
2016년 01월 11일,31.41
2016년 01월 08일,33.16
2016년 01월 07일,33.27
2016년 01월 06일,33.97
2016년 01월 05일,35.97
2016년 01월 04일,36.76
2015년 12월 31일,37.04
2015년 12월 30일,36.6
2015년 12월 29일,37.87
2015년 12월 28일,36.81
2015년 12월 24일,38.1
2015년 12월 23일,37.5
2015년 12월 22일,36.14
2015년 12월 21일,34.74
2015년 12월 18일,34.73
2015년 12월 17일,34.95
2015년 12월 16일,35.52
2015년 12월 15일,37.35
2015년 12월 14일,36.31
2015년 12월 11일,35.62
2015년 12월 10일,36.76
2015년 12월 09일,37.16
2015년 12월 08일,37.51
2015년 12월 07일,37.65
2015년 12월 04일,39.97
2015년 12월 03일,41.08
2015년 12월 02일,39.94
2015년 12월 01일,41.85
2015년 11월 30일,41.65
2015년 11월 27일,41.71
2015년 11월 26일,42.59
2015년 11월 25일,43.04
2015년 11월 24일,42.87
2015년 11월 23일,41.75
2015년 11월 20일,40.39
2015년 11월 19일,40.54
2015년 11월 18일,40.75
2015년 11월 17일,40.67
2015년 11월 16일,41.74
2015년 11월 13일,40.74
2015년 11월 12일,41.75
2015년 11월 11일,42.93
2015년 11월 10일,44.21
2015년 11월 09일,43.87
2015년 11월 06일,44.29
2015년 11월 05일,45.2
2015년 11월 04일,46.32
2015년 11월 03일,47.9
2015년 11월 02일,46.14
2015년 10월 30일,46.59
2015년 10월 29일,46.06
2015년 10월 28일,45.94
2015년 10월 27일,43.2
2015년 10월 26일,43.98
2015년 10월 23일,44.6
2015년 10월 22일,45.38
2015년 10월 21일,45.2
2015년 10월 20일,45.55
2015년 10월 19일,45.89
2015년 10월 16일,47.26
2015년 10월 15일,46.38
2015년 10월 14일,46.64
2015년 10월 13일,46.66
2015년 10월 12일,47.1
2015년 10월 09일,49.63
2015년 10월 08일,49.43
2015년 10월 07일,47.81
2015년 10월 06일,48.53
2015년 10월 05일,46.26
2015년 10월 02일,45.54
2015년 10월 01일,44.74
2015년 09월 30일,45.09
2015년 09월 29일,45.23
2015년 09월 28일,44.43
2015년 09월 25일,45.7
2015년 09월 24일,44.91
2015년 09월 23일,44.48
2015년 09월 22일,45.83
2015년 09월 21일,46.68
2015년 09월 18일,44.68
2015년 09월 17일,46.9
2015년 09월 16일,47.15
2015년 09월 15일,44.59
2015년 09월 14일,44
2015년 09월 11일,44.63
2015년 09월 10일,45.92
2015년 09월 09일,44.15
2015년 09월 08일,45.94
2015년 09월 07일,44.7
2015년 09월 06일,45.72
2015년 09월 04일,46.05
2015년 09월 03일,46.75
2015년 09월 02일,46.25
2015년 09월 01일,45.41
2015년 08월 31일,49.2
2015년 08월 28일,45.22
2015년 08월 27일,42.56
2015년 08월 26일,38.6
2015년 08월 25일,39.31
2015년 08월 24일,38.24
2015년 08월 21일,40.45
2015년 08월 20일,41.14
2015년 08월 19일,40.8
2015년 08월 18일,42.62
2015년 08월 17일,41.87
2015년 08월 14일,42.5
2015년 08월 13일,42.23
2015년 08월 12일,43.3
2015년 08월 11일,43.08
2015년 08월 10일,44.96
2015년 08월 07일,43.87
2015년 08월 06일,44.66
2015년 08월 05일,45.15
2015년 08월 04일,45.74
2015년 08월 03일,45.17
2015년 07월 31일,47.12
2015년 07월 30일,48.52
2015년 07월 29일,48.79
2015년 07월 28일,47.98
2015년 07월 27일,47.39
2015년 07월 24일,48.14
2015년 07월 23일,48.45
2015년 07월 22일,49.19
2015년 07월 21일,50.36
2015년 07월 20일,50.15
2015년 07월 17일,50.89
2015년 07월 16일,50.91
2015년 07월 15일,51.41
2015년 07월 14일,53.04
2015년 07월 13일,52.2
2015년 07월 10일,52.74
2015년 07월 09일,52.78
2015년 07월 08일,51.65
2015년 07월 07일,52.33
2015년 07월 06일,52.53
2015년 07월 03일,55.52
2015년 07월 02일,56.93
2015년 07월 01일,56.96
2015년 06월 30일,59.47
2015년 06월 29일,58.33
2015년 06월 26일,59.63
2015년 06월 25일,59.7
2015년 06월 24일,60.27
2015년 06월 23일,61.01
2015년 06월 22일,59.68
2015년 06월 19일,59.61
2015년 06월 18일,60.45
2015년 06월 17일,59.92
2015년 06월 16일,59.97
2015년 06월 15일,59.52
2015년 06월 12일,59.96
2015년 06월 11일,60.77
2015년 06월 10일,61.43
2015년 06월 09일,60.14
2015년 06월 08일,58.14
2015년 06월 05일,59.13
2015년 06월 04일,58
2015년 06월 03일,59.64
2015년 06월 02일,61.26
2015년 06월 01일,60.2
2015년 05월 29일,60.3
2015년 05월 28일,57.68
2015년 05월 27일,57.51
2015년 05월 26일,58.03
2015년 05월 25일,59.85
2015년 05월 24일,59.92
2015년 05월 22일,59.72
2015년 05월 21일,60.72
2015년 05월 20일,58.98
2015년 05월 19일,57.26
2015년 05월 18일,59.43
2015년 05월 15일,59.69
2015년 05월 14일,59.88
2015년 05월 13일,60.5
2015년 05월 12일,60.75
2015년 05월 11일,59.25
2015년 05월 08일,59.39
2015년 05월 07일,58.94
2015년 05월 06일,60.93
2015년 05월 05일,60.4
2015년 05월 04일,58.93
2015년 05월 01일,59.15
2015년 04월 30일,59.63
2015년 04월 29일,58.58
2015년 04월 28일,57.06
2015년 04월 27일,56.99
2015년 04월 24일,57.15
2015년 04월 23일,57.74
2015년 04월 22일,56.16
2015년 04월 21일,55.26
2015년 04월 20일,56.38
2015년 04월 17일,55.74
2015년 04월 16일,56.71
2015년 04월 15일,56.39
2015년 04월 14일,53.29
2015년 04월 13일,51.91
2015년 04월 10일,51.64
2015년 04월 09일,50.79
2015년 04월 08일,50.42
2015년 04월 07일,53.98
2015년 04월 06일,52.14
2015년 04월 03일,49.14
2015년 04월 02일,49.14
2015년 04월 01일,50.09
2015년 03월 31일,47.6
2015년 03월 30일,48.68
2015년 03월 27일,48.87
2015년 03월 26일,51.43
2015년 03월 25일,49.21
2015년 03월 24일,47.51
2015년 03월 23일,47.45
2015년 03월 20일,45.72
2015년 03월 19일,43.96
2015년 03월 18일,44.66
2015년 03월 17일,43.46
2015년 03월 16일,43.88
2015년 03월 13일,44.84
2015년 03월 12일,47.05
2015년 03월 11일,48.17
2015년 03월 10일,48.29
2015년 03월 09일,50
2015년 03월 06일,49.61
2015년 03월 05일,50.76
2015년 03월 04일,51.53
2015년 03월 03일,50.52
2015년 03월 02일,49.59
2015년 02월 27일,49.76
2015년 02월 26일,48.17
2015년 02월 25일,50.99
2015년 02월 24일,49.28
2015년 02월 23일,49.45
2015년 02월 20일,50.34
2015년 02월 19일,51.16
2015년 02월 18일,52.14
2015년 02월 17일,53.53
2015년 02월 16일,53.61
2015년 02월 15일,54.06
2015년 02월 13일,52.78
2015년 02월 12일,51.21
2015년 02월 11일,48.84
2015년 02월 10일,50.02
2015년 02월 09일,52.86
2015년 02월 06일,51.69
2015년 02월 05일,50.48
2015년 02월 04일,48.45
2015년 02월 03일,53.05
2015년 02월 02일,49.57
2015년 01월 30일,48.24
2015년 01월 29일,44.53
2015년 01월 28일,44.45
2015년 01월 27일,46.23
2015년 01월 26일,45.15
2015년 01월 23일,45.59
2015년 01월 22일,46.31
2015년 01월 21일,47.78
2015년 01월 20일,46.39
2015년 01월 19일,47.78
2015년 01월 18일,48.85
2015년 01월 16일,48.69
2015년 01월 15일,46.25
2015년 01월 14일,48.48
2015년 01월 13일,45.89
2015년 01월 12일,46.07
2015년 01월 09일,48.36
2015년 01월 08일,48.79
2015년 01월 07일,48.65
2015년 01월 06일,47.93
2015년 01월 05일,50.04
2015년 01월 02일,52.69
2015년 01월 01일,54.56
2014년 12월 31일,53.27
2014년 12월 30일,54.12
2014년 12월 29일,53.61
2014년 12월 26일,54.73
2014년 12월 25일,55.92
2014년 12월 24일,55.84
2014년 12월 23일,57.12
2014년 12월 22일,55.26
2014년 12월 19일,56.52
2014년 12월 18일,54.11
2014년 12월 17일,56.47
2014년 12월 16일,55.93
2014년 12월 15일,55.91
2014년 12월 12일,57.81
2014년 12월 11일,59.95
2014년 12월 10일,60.94
2014년 12월 09일,63.82
2014년 12월 08일,63.05
2014년 12월 05일,65.84
2014년 12월 04일,66.81
2014년 12월 03일,67.38
2014년 12월 02일,66.88
2014년 12월 01일,69
2014년 11월 28일,66.15
2014년 11월 27일,68.55
2014년 11월 26일,73.69
2014년 11월 25일,74.09
2014년 11월 24일,75.78
2014년 11월 21일,76.51
2014년 11월 20일,75.58
2014년 11월 19일,74.58
2014년 11월 18일,74.61
2014년 11월 17일,75.64
2014년 11월 14일,75.82
2014년 11월 13일,74.21
2014년 11월 12일,77.18
2014년 11월 11일,77.94
2014년 11월 10일,77.4
2014년 11월 07일,78.65
2014년 11월 06일,77.91
2014년 11월 05일,78.68
2014년 11월 04일,77.19
2014년 11월 03일,78.78
2014년 10월 31일,80.54
2014년 10월 30일,81.12
2014년 10월 29일,82.2
2014년 10월 28일,81.42
2014년 10월 27일,81
2014년 10월 24일,81.01
2014년 10월 23일,82.09
2014년 10월 22일,80.52
2014년 10월 21일,82.81
2014년 10월 20일,82.71
2014년 10월 17일,82.75
2014년 10월 16일,82.7
2014년 10월 15일,81.78
2014년 10월 14일,81.84
2014년 10월 13일,85.74
2014년 10월 10일,85.82
2014년 10월 09일,85.77
2014년 10월 08일,87.31
2014년 10월 07일,88.85
2014년 10월 06일,90.34
2014년 10월 03일,89.74
