Date,N225,Date,NYA,Date,IXIC,Date,GSPTSE,Date,HSI
2011-10-05,8382.980469,2011-08-22,6980.620117,2011-08-22,2345.379883,2011-08-26,12327.5,2011-09-14,19045.43945
2011-10-06,8522.019531,2011-08-23,7209.589844,2011-08-23,2446.060059,2011-08-29,12504.90039,2011-09-15,19181.5
2011-10-07,8605.620117,2011-08-24,7273.129883,2011-08-24,2467.689941,2011-08-30,12634.7002,2011-09-16,19455.31055
2011-10-11,8773.679688,2011-08-25,7149.669922,2011-08-25,2419.629883,2011-08-31,12768.7002,2011-09-19,18917.94922
2011-10-12,8738.900391,2011-08-26,7245.819824,2011-08-26,2479.850098,2011-09-01,12700.7002,2011-09-20,19014.80078
2011-10-13,8823.25,2011-08-29,7450.299805,2011-08-29,2562.110107,2011-09-02,12602.40039,2011-09-21,18824.16992
2011-10-14,8747.959961,2011-08-30,7464,2011-08-30,2576.110107,2011-09-06,12518.5,2011-09-22,17911.94922
2011-10-17,8879.599609,2011-08-31,7528.390137,2011-08-31,2579.459961,2011-09-07,12720.59961,2011-09-23,17668.83008
2011-10-18,8741.910156,2011-09-01,7443.459961,2011-09-01,2546.040039,2011-09-08,12684,2011-09-26,17407.80078
2011-10-19,8772.540039,2011-09-02,7250.72998,2011-09-02,2480.330078,2011-09-09,12387.5,2011-09-27,18130.55078
2011-10-20,8682.150391,2011-09-06,7148.129883,2011-09-06,2473.830078,2011-09-12,12148.79981,2011-09-28,18011.06055
2011-10-21,8678.889648,2011-09-07,7355.169922,2011-09-07,2548.939941,2011-09-13,12205.5,2011-09-30,17592.41016
2011-10-24,8843.980469,2011-09-08,7257.359863,2011-09-08,2529.139893,2011-09-14,12293.40039,2011-10-03,16822.15039
2011-10-25,8762.30957,2011-09-09,7045.009766,2011-09-09,2467.98999,2011-09-15,12424.79981,2011-10-04,16250.26953
2011-10-26,8748.469727,2011-09-12,7047.120117,2011-09-12,2495.090088,2011-09-16,12263.7002,2011-10-06,17172.2793
2011-10-27,8926.540039,2011-09-13,7109.950195,2011-09-13,2532.149902,2011-09-19,12172,2011-10-07,17707.00977
2011-10-28,9050.469727,2011-09-14,7199.120117,2011-09-14,2572.550049,2011-09-20,12209.90039,2011-10-10,17711.06055
2011-10-31,8988.389648,2011-09-15,7329.100098,2011-09-15,2607.070068,2011-09-21,11955,2011-10-11,18141.58984
2011-11-01,8835.519531,2011-09-16,7348.180176,2011-09-16,2622.310059,2011-09-22,11562.5,2011-10-12,18329.46094
2011-11-02,8640.419922,2011-09-19,7234.629883,2011-09-19,2612.830078,2011-09-23,11462.90039,2011-10-13,18757.81055
2011-11-04,8801.400391,2011-09-20,7217.109863,2011-09-20,2590.23999,2011-09-26,11707.2002,2011-10-14,18501.78906
2011-11-07,8767.089844,2011-09-21,6981.330078,2011-09-21,2538.189941,2011-09-27,11821.09961,2011-10-17,18873.99023
2011-11-08,8655.509766,2011-09-22,6726.620117,2011-09-22,2455.669922,2011-09-28,11585.90039,2011-10-18,18076.46094
2011-11-09,8755.44043,2011-09-23,6770.72998,2011-09-23,2483.22998,2011-09-29,11686.29981,2011-10-19,18309.2207
2011-11-10,8500.799805,2011-09-26,6940.810059,2011-09-26,2516.689941,2011-09-30,11623.79981,2011-10-20,17983.09961
2011-11-11,8514.469727,2011-09-27,7043.120117,2011-09-27,2546.830078,2011-10-03,11251.79981,2011-10-21,18025.7207
2011-11-14,8603.700195,2011-09-28,6876.939941,2011-09-28,2491.580078,2011-10-04,11177.90039,2011-10-24,18771.82031
2011-11-15,8541.929688,2011-09-29,6974.910156,2011-09-29,2480.76001,2011-10-05,11457.2002,2011-10-25,18968.19922
2011-11-16,8463.160156,2011-09-30,6791.649902,2011-09-30,2415.399902,2011-10-06,11780.09961,2011-10-26,19066.53906
2011-11-17,8479.629883,2011-10-03,6571.450195,2011-10-03,2335.830078,2011-10-07,11588.40039,2011-10-27,19688.69922
2011-11-18,8374.910156,2011-10-04,6722.97998,2011-10-04,2404.820068,2011-10-11,11875.59961,2011-10-28,20019.24023
2011-11-21,8348.269531,2011-10-05,6844.160156,2011-10-05,2460.51001,2011-10-12,12030,2011-10-31,19864.86914
2011-11-22,8314.740234,2011-10-06,6997.640137,2011-10-06,2506.820068,2011-10-13,11911.90039,2011-11-01,19369.96094
2011-11-24,8165.180176,2011-10-07,6925.799805,2011-10-07,2479.350098,2011-10-14,12081.7002,2011-11-02,19733.71094
2011-11-25,8160.009766,2011-10-10,7173.450195,2011-10-10,2566.050049,2011-10-17,11923,2011-11-03,19242.5
2011-11-28,8287.490234,2011-10-11,7161.259766,2011-10-11,2583.030029,2011-10-18,12053.09961,2011-11-04,19842.78906
2011-11-29,8477.820313,2011-10-12,7263.689941,2011-10-12,2604.72998,2011-10-19,11849.5,2011-11-07,19677.89063
2011-11-30,8434.610352,2011-10-13,7229.080078,2011-10-13,2620.23999,2011-10-20,11830.29981,2011-11-08,19678.4707
2011-12-01,8597.379883,2011-10-14,7350.459961,2011-10-14,2667.850098,2011-10-21,11949.5,2011-11-09,20014.42969
2011-12-02,8643.75,2011-10-17,7188.660156,2011-10-17,2614.919922,2011-10-24,12162.29981,2011-11-10,18963.89063
2011-12-05,8695.980469,2011-10-18,7341.72998,2011-10-18,2657.429932,2011-10-25,12109.79981,2011-11-11,19137.16992
2011-12-06,8575.160156,2011-10-19,7240.259766,2011-10-19,2604.040039,2011-10-26,12186.09961,2011-11-14,19508.17969
2011-12-07,8722.169922,2011-10-20,7273.899902,2011-10-20,2598.620117,2011-10-27,12465.40039,2011-11-15,19348.43945
2011-12-08,8664.580078,2011-10-21,7431.100098,2011-10-21,2637.459961,2011-10-28,12519.5,2011-11-16,18960.90039
2011-12-09,8536.459961,2011-10-24,7547.629883,2011-10-24,2699.439941,2011-10-31,12252.09961,2011-11-17,18817.4707
2011-12-12,8653.820313,2011-10-25,7400.819824,2011-10-25,2638.419922,2011-11-01,12115.09961,2011-11-18,18491.23047
2011-12-13,8552.80957,2011-10-26,7506.149902,2011-10-26,2650.669922,2011-11-02,12241.79981,2011-11-21,18225.84961
2011-12-14,8519.129883,2011-10-27,7813.990234,2011-10-27,2738.629883,2011-11-03,12468.40039,2011-11-22,18251.58984
2011-12-15,8377.370117,2011-10-28,7803.939941,2011-10-28,2737.149902,2011-11-04,12408.29981,2011-11-23,17864.42969
2011-12-16,8401.719727,2011-10-31,7563.379883,2011-10-31,2684.409912,2011-11-07,12462,2011-11-24,17935.09961
2011-12-19,8296.120117,2011-11-01,7337.149902,2011-11-01,2606.959961,2011-11-08,12488.90039,2011-11-25,17689.48047
2011-12-20,8336.480469,2011-11-02,7461.100098,2011-11-02,2639.97998,2011-11-09,12156.2002,2011-11-28,18037.81055
2011-12-21,8459.980469,2011-11-03,7605.140137,2011-11-03,2697.969971,2011-11-10,12108.90039,2011-11-29,18256.19922
2011-12-22,8395.160156,2011-11-04,7552.22998,2011-11-04,2686.149902,2011-11-11,12276.90039,2011-11-30,17989.34961
2011-12-26,8479.339844,2011-11-07,7590.430176,2011-11-07,2695.25,2011-11-14,12224.2002,2011-12-01,19002.25977
2011-12-27,8440.55957,2011-11-08,7671.910156,2011-11-08,2727.48999,2011-11-15,12229.29981,2011-12-02,19040.39063
2011-12-28,8423.620117,2011-11-09,7353.450195,2011-11-09,2621.649902,2011-11-16,12174.40039,2011-12-05,19179.68945
2011-12-29,8398.889648,2011-11-10,7423.640137,2011-11-10,2625.149902,2011-11-17,11915.40039,2011-12-06,18942.23047
2011-12-30,8455.349609,2011-11-11,7576.180176,2011-11-11,2678.75,2011-11-18,11892.40039,2011-12-07,19240.58008
2012-01-04,8560.110352,2011-11-14,7493.290039,2011-11-14,2657.219971,2011-11-21,11784.7002,2011-12-08,19107.81055
2012-01-05,8488.709961,2011-11-15,7509.049805,2011-11-15,2686.199951,2011-11-22,11795.2002,2011-12-09,18586.23047
2012-01-06,8390.349609,2011-11-16,7392.02002,2011-11-16,2639.610107,2011-11-23,11571.7002,2011-12-12,18575.66016
2012-01-10,8422.259766,2011-11-17,7274.160156,2011-11-17,2587.98999,2011-11-24,11485.29981,2011-12-13,18447.16992
2012-01-11,8447.879883,2011-11-18,7282.470215,2011-11-18,2572.5,2011-11-25,11462.09961,2011-12-14,18354.42969
2012-01-12,8385.589844,2011-11-21,7134.470215,2011-11-21,2523.139893,2011-11-28,11640.2002,2011-12-15,18026.83984
2012-01-13,8500.019531,2011-11-22,7094.890137,2011-11-22,2521.280029,2011-11-29,11732.5,2011-12-16,18285.39063
2012-01-16,8378.360352,2011-11-23,6919.919922,2011-11-23,2460.080078,2011-11-30,12204.09961,2011-12-19,18070.21094
2012-01-17,8466.400391,2011-11-25,6898.180176,2011-11-25,2441.51001,2011-12-01,12113.29981,2011-12-20,18080.19922
2012-01-18,8550.580078,2011-11-28,7120.549805,2011-11-28,2527.340088,2011-12-02,12075.09961,2011-12-21,18416.44922
2012-01-19,8639.679688,2011-11-29,7149.709961,2011-11-29,2515.51001,2011-12-05,12119.29981,2011-12-22,18378.23047
2012-01-20,8766.360352,2011-11-30,7484.5,2011-11-30,2620.340088,2011-12-06,12081.29981,2011-12-23,18629.16992
2012-01-23,8765.900391,2011-12-01,7450.430176,2011-12-01,2626.199951,2011-12-07,12148.7002,2011-12-24,null
2012-01-24,8785.330078,2011-12-02,7453.549805,2011-12-02,2626.929932,2011-12-08,11951.79981,2011-12-28,18518.66992
2012-01-25,8883.69043,2011-12-05,7531.009766,2011-12-05,2655.76001,2011-12-09,12034.79981,2011-12-29,18397.91992
2012-01-26,8849.469727,2011-12-06,7539.319824,2011-12-06,2649.560059,2011-12-12,11907.90039,2011-12-30,18434.39063
2012-01-27,8841.219727,2011-12-07,7559.709961,2011-12-07,2649.209961,2011-12-13,11759.90039,2011-12-31,null
2012-01-30,8793.049805,2011-12-08,7369.52002,2011-12-08,2596.379883,2011-12-14,11543.09961,2012-01-03,18877.41016
2012-01-31,8802.509766,2011-12-09,7502.879883,2011-12-09,2646.850098,2011-12-15,11504.40039,2012-01-04,18727.31055
2012-02-01,8809.790039,2011-12-12,7363.490234,2011-12-12,2612.26001,2011-12-16,11635.40039,2012-01-05,18813.41016
2012-02-02,8876.820313,2011-12-13,7277.620117,2011-12-13,2579.27002,2011-12-19,11539.7002,2012-01-06,18593.06055
2012-02-03,8831.929688,2011-12-14,7184.75,2011-12-14,2539.310059,2011-12-20,11716.90039,2012-01-09,18865.7207
2012-02-06,8929.200195,2011-12-15,7217.120117,2011-12-15,2541.01001,2011-12-21,11753.5,2012-01-10,19004.2793
2012-02-07,8917.519531,2011-12-16,7237.660156,2011-12-16,2555.330078,2011-12-22,11876.5,2012-01-11,19151.93945
2012-02-08,9015.589844,2011-12-19,7142.450195,2011-12-19,2523.139893,2011-12-23,11926.7002,2012-01-12,19095.38086
2012-02-09,9002.240234,2011-12-20,7360.970215,2011-12-20,2603.72998,2011-12-28,11728.40039,2012-01-13,19204.41992
2012-02-10,8947.169922,2011-12-21,7388.52002,2011-12-21,2577.969971,2011-12-29,11841.7002,2012-01-16,19012.19922
2012-02-13,8999.179688,2011-12-22,7460.75,2011-12-22,2599.449951,2011-12-30,11955.09961,2012-01-17,19627.75
2012-02-14,9052.070313,2011-12-23,7518.660156,2011-12-23,2618.639893,2012-01-03,12208.40039,2012-01-18,19686.91992
2012-02-15,9260.339844,2011-12-27,7508.370117,2011-12-27,2625.199951,2012-01-04,12226.5,2012-01-19,19942.94922
2012-02-16,9238.099609,2011-12-28,7396.990234,2011-12-28,2589.97998,2012-01-05,12237.40039,2012-01-20,20110.36914
2012-02-17,9384.169922,2011-12-29,7485.629883,2011-12-29,2613.73999,2012-01-06,12188.59961,2012-01-26,20439.14063
2012-02-20,9485.089844,2011-12-30,7477.029785,2011-12-30,2605.149902,2012-01-09,12196.7002,2012-01-27,20501.66992
2012-02-21,9463.019531,2012-01-03,7624.319824,2012-01-03,2648.719971,2012-01-10,12270.7002,2012-01-30,20160.41016
2012-02-22,9554,2012-01-04,7612.149902,2012-01-04,2648.360107,2012-01-11,12260.90039,2012-01-31,20390.49023
2012-02-23,9595.570313,2012-01-05,7599.970215,2012-01-05,2669.860107,2012-01-12,12274.29981,2012-02-01,20333.36914
2012-02-24,9647.379883,2012-01-06,7557.680176,2012-01-06,2674.219971,2012-01-13,12231.09961,2012-02-02,20739.44922
2012-02-27,9633.929688,2012-01-09,7584.660156,2012-01-09,2676.560059,2012-01-16,12258.59961,2012-02-03,20756.98047
2012-02-28,9722.519531,2012-01-10,7668.899902,2012-01-10,2702.5,2012-01-17,12232.79981,2012-02-06,20709.93945
2012-02-29,9723.240234,2012-01-11,7661.97998,2012-01-11,2710.76001,2012-01-18,12327.5,2012-02-07,20699.18945
2012-03-01,9707.370117,2012-01-12,7681.259766,2012-01-12,2724.699951,2012-01-19,12380.7002,2012-02-08,21018.46094
2012-03-02,9777.030273,2012-01-13,7632.029785,2012-01-13,2710.669922,2012-01-20,12397.09961,2012-02-09,21010.00977
2012-03-05,9698.589844,2012-01-17,7670.470215,2012-01-17,2728.080078,2012-01-23,12521.7002,2012-02-10,20783.85938
2012-03-06,9637.629883,2012-01-18,7766.950195,2012-01-18,2769.709961,2012-01-24,12395.2002,2012-02-13,20887.40039
2012-03-07,9576.05957,2012-01-19,7819.359863,2012-01-19,2788.330078,2012-01-25,12539.2002,2012-02-14,20917.83008
2012-03-08,9768.959961,2012-01-20,7829.339844,2012-01-20,2786.699951,2012-01-26,12464.29981,2012-02-15,21365.23047
2012-03-09,9929.740234,2012-01-23,7855.52002,2012-01-23,2784.169922,2012-01-27,12466.5,2012-02-16,21277.2793
2012-03-12,9889.860352,2012-01-24,7840.649902,2012-01-24,2786.639893,2012-01-30,12436.40039,2012-02-17,21491.61914
2012-03-13,9899.080078,2012-01-25,7914.810059,2012-01-25,2818.310059,2012-01-31,12452.2002,2012-02-20,21424.78906
2012-03-14,10050.51953,2012-01-26,7883.899902,2012-01-26,2805.280029,2012-02-01,12517.7002,2012-02-21,21478.7207
2012-03-15,10123.28027,2012-01-27,7876.609863,2012-01-27,2816.550049,2012-02-02,12553.5,2012-02-22,21549.2793
2012-03-16,10129.83008,2012-01-30,7834.399902,2012-01-30,2811.939941,2012-02-03,12577.29981,2012-02-23,21380.99023
2012-03-19,10141.99023,2012-01-31,7838.47998,2012-01-31,2813.840088,2012-02-06,12559.90039,2012-02-24,21406.85938
2012-03-21,10086.49023,2012-02-01,7931.430176,2012-02-01,2848.27002,2012-02-07,12512.40039,2012-02-27,21217.85938
2012-03-22,10127.08008,2012-02-02,7945.430176,2012-02-02,2859.679932,2012-02-08,12521,2012-02-28,21568.73047
2012-03-23,10011.46973,2012-02-03,8060.430176,2012-02-03,2905.659912,2012-02-09,12497.90039,2012-02-29,21680.08008
2012-03-26,10018.24023,2012-02-06,8048.040039,2012-02-06,2901.98999,2012-02-10,12389.40039,2012-03-01,21387.96094
2012-03-27,10255.15039,2012-02-07,8069.700195,2012-02-07,2904.080078,2012-02-13,12398.7002,2012-03-02,21562.25977
2012-03-28,10182.57031,2012-02-08,8082.97998,2012-02-08,2915.860107,2012-02-14,12354.5,2012-03-05,21265.31055
2012-03-29,10114.79004,2012-02-09,8081.25,2012-02-09,2927.22998,2012-02-15,12362,2012-03-06,20806.25
2012-03-30,10083.55957,2012-02-10,7992.049805,2012-02-10,2903.879883,2012-02-16,12485.59961,2012-03-07,20627.7793
2012-04-02,10109.87012,2012-02-13,8056.22998,2012-02-13,2931.389893,2012-02-17,12458.29981,2012-03-08,20900.73047
2012-04-03,10050.38965,2012-02-14,8029.609863,2012-02-14,2931.830078,2012-02-21,12623.40039,2012-03-09,21086
2012-04-04,9819.990234,2012-02-15,7998.649902,2012-02-15,2915.830078,2012-02-22,12701.29981,2012-03-12,21134.17969
2012-04-05,9767.610352,2012-02-16,8092.189941,2012-02-16,2959.850098,2012-02-23,12731.29981,2012-03-13,21339.69922
2012-04-06,9688.450195,2012-02-17,8114.509766,2012-02-17,2951.780029,2012-02-24,12725.79981,2012-03-14,21307.89063
2012-04-09,9546.259766,2012-02-21,8115.419922,2012-02-21,2948.570068,2012-02-27,12700.40039,2012-03-15,21353.5293
2012-04-10,9538.019531,2012-02-22,8094.390137,2012-02-22,2933.169922,2012-02-28,12740.5,2012-03-16,21317.84961
2012-04-11,9458.740234,2012-02-23,8136.149902,2012-02-23,2956.97998,2012-02-29,12644,2012-03-20,20888.24023
2012-04-12,9524.790039,2012-02-24,8151.970215,2012-02-24,2963.75,2012-03-01,12723.5,2012-03-21,20856.63086
2012-04-13,9637.990234,2012-02-27,8143.560059,2012-02-27,2966.159912,2012-03-02,12643.79981,2012-03-22,20901.56055
2012-04-16,9470.639648,2012-02-28,8171.540039,2012-02-28,2986.76001,2012-03-05,12524,2012-03-23,20668.80078
2012-04-17,9464.709961,2012-02-29,8113.240234,2012-02-29,2966.889893,2012-03-06,12298.59961,2012-03-26,20668.85938
2012-04-18,9667.259766,2012-03-01,8175.109863,2012-03-01,2988.969971,2012-03-07,12350.2002,2012-03-27,21046.91016
2012-04-19,9588.379883,2012-03-02,8125.169922,2012-03-02,2976.189941,2012-03-08,12461.90039,2012-03-28,20885.41992
2012-04-20,9561.360352,2012-03-05,8091.279785,2012-03-05,2950.47998,2012-03-09,12503.59961,2012-03-29,20609.39063
2012-04-23,9542.169922,2012-03-06,7920.350098,2012-03-06,2910.320068,2012-03-12,12428,2012-03-30,20555.58008
2012-04-24,9468.040039,2012-03-07,7979.779785,2012-03-07,2935.689941,2012-03-13,12537.7002,2012-04-02,20522.25977
2012-04-25,9561.009766,2012-03-08,8082.47998,2012-03-08,2970.419922,2012-03-14,12377.90039,2012-04-03,20790.98047
2012-04-26,9561.830078,2012-03-09,8102.100098,2012-03-09,2988.340088,2012-03-15,12455.79981,2012-04-05,20593
2012-04-27,9520.889648,2012-03-12,8086.279785,2012-03-12,2983.659912,2012-03-16,12497,2012-04-10,20356.24023
2012-05-01,9350.950195,2012-03-13,8234.480469,2012-03-13,3039.879883,2012-03-19,12479.7002,2012-04-11,20140.66992
2012-05-02,9380.25,2012-03-14,8185.27002,2012-03-14,3040.72998,2012-03-20,12430.7002,2012-04-12,20327.32031
2012-05-07,9119.139648,2012-03-15,8246.719727,2012-03-15,3056.370117,2012-03-21,12436.5,2012-04-13,20701.03906
2012-05-08,9181.650391,2012-03-16,8270.400391,2012-03-16,3055.26001,2012-03-22,12361.79981,2012-04-16,20610.64063
2012-05-09,9045.05957,2012-03-19,8297.469727,2012-03-19,3078.320068,2012-03-23,12465.7002,2012-04-17,20562.31055
2012-05-10,9009.650391,2012-03-20,8241.269531,2012-03-20,3074.149902,2012-03-26,12574.79981,2012-04-18,20780.73047
2012-05-11,8953.30957,2012-03-21,8219.339844,2012-03-21,3075.320068,2012-03-27,12512,2012-04-19,20995.00977
2012-05-14,8973.839844,2012-03-22,8141.319824,2012-03-22,3063.320068,2012-03-28,12413.90039,2012-04-20,21010.64063
2012-05-15,8900.740234,2012-03-23,8180.049805,2012-03-23,3067.919922,2012-03-29,12339.40039,2012-04-23,20624.39063
2012-05-16,8801.169922,2012-03-26,8288.780273,2012-03-26,3122.570068,2012-03-30,12392.2002,2012-04-24,20677.16016
2012-05-17,8876.589844,2012-03-27,8239.330078,2012-03-27,3120.350098,2012-04-02,12507.09961,2012-04-25,20646.28906
2012-05-18,8611.30957,2012-03-28,8188.350098,2012-03-28,3104.959961,2012-04-03,12323.59961,2012-04-26,20809.71094
2012-05-21,8633.889648,2012-03-29,8166.370117,2012-03-29,3095.360107,2012-04-04,12178.7002,2012-04-27,20741.44922
2012-05-22,8729.290039,2012-03-30,8206.929688,2012-03-30,3091.570068,2012-04-05,12103.09961,2012-04-30,21094.21094
2012-05-23,8556.599609,2012-04-02,8281.120117,2012-04-02,3119.699951,2012-04-09,12018.5,2012-05-02,21309.08008
2012-05-24,8563.379883,2012-04-03,8216.540039,2012-04-03,3113.570068,2012-04-10,11935.29981,2012-05-03,21249.5293
2012-05-25,8580.389648,2012-04-04,8106.830078,2012-04-04,3068.090088,2012-04-11,12026.79981,2012-05-04,21086
2012-05-28,8593.150391,2012-04-05,8081.350098,2012-04-05,3080.5,2012-04-12,12214.7002,2012-05-07,20536.65039
2012-05-29,8657.080078,2012-04-09,7992.310059,2012-04-09,3047.080078,2012-04-13,12040.40039,2012-05-08,20484.75
2012-05-30,8633.19043,2012-04-10,7841.910156,2012-04-10,2991.219971,2012-04-16,12037.59961,2012-05-09,20330.64063
2012-05-31,8542.730469,2012-04-11,7912.850098,2012-04-11,3016.459961,2012-04-17,12136.90039,2012-05-10,20227.2793
2012-06-01,8440.25,2012-04-12,8039.950195,2012-04-12,3055.550049,2012-04-18,12128.90039,2012-05-11,19964.63086
2012-06-04,8295.629883,2012-04-13,7931.089844,2012-04-13,3011.330078,2012-04-19,12153.7002,2012-05-14,19735.03906
2012-06-05,8382,2012-04-16,7949.560059,2012-04-16,2988.399902,2012-04-20,12147.29981,2012-05-15,19894.31055
2012-06-06,8533.530273,2012-04-17,8064.040039,2012-04-17,3042.820068,2012-04-23,11989,2012-05-16,19259.83008
2012-06-07,8639.719727,2012-04-18,8030.370117,2012-04-18,3031.449951,2012-04-24,11980.09961,2012-05-17,19200.92969
2012-06-08,8459.259766,2012-04-19,7995.910156,2012-04-19,3007.560059,2012-04-25,12111.09961,2012-05-18,18951.84961
2012-06-11,8624.900391,2012-04-20,8025.439941,2012-04-20,3000.449951,2012-04-26,12145.90039,2012-05-21,18922.32031
2012-06-12,8536.719727,2012-04-23,7940.740234,2012-04-23,2970.449951,2012-04-27,12237.79981,2012-05-22,19039.15039
2012-06-13,8587.839844,2012-04-24,7988.009766,2012-04-24,2961.600098,2012-04-30,12292.7002,2012-05-23,18786.18945
2012-06-14,8568.889648,2012-04-25,8070.790039,2012-04-25,3029.629883,2012-05-01,12332.79981,2012-05-24,18666.40039
2012-06-15,8569.320313,2012-04-26,8123.069824,2012-04-26,3050.610107,2012-05-02,12230.09961,2012-05-25,18713.41016
2012-06-18,8721.019531,2012-04-27,8151.910156,2012-04-27,3069.199951,2012-05-03,12014.90039,2012-05-28,18800.99023
2012-06-19,8655.870117,2012-04-30,8119.060059,2012-04-30,3046.360107,2012-05-04,11871.2002,2012-05-29,19055.46094
2012-06-20,8752.30957,2012-05-01,8164.040039,2012-05-01,3050.439941,2012-05-07,11860.7002,2012-05-30,18690.2207
2012-06-21,8824.070313,2012-05-02,8124.319824,2012-05-02,3059.850098,2012-05-08,11704.7002,2012-05-31,18629.51953
2012-06-22,8798.349609,2012-05-03,8049.890137,2012-05-03,3024.300049,2012-05-09,11675,2012-06-01,18558.33984
2012-06-25,8734.620117,2012-05-04,7933.290039,2012-05-04,2956.340088,2012-05-10,11736.2002,2012-06-04,18185.58984
2012-06-26,8663.990234,2012-05-07,7948.77002,2012-05-07,2957.76001,2012-05-11,11694.7002,2012-06-05,18259.0293
2012-06-27,8730.490234,2012-05-08,7887.259766,2012-05-08,2946.27002,2012-05-14,11488.5,2012-06-06,18520.5293
2012-06-28,8874.110352,2012-05-09,7820.25,2012-05-09,2934.709961,2012-05-15,11343.09961,2012-06-07,18678.28906
2012-06-29,9006.780273,2012-05-10,7852.75,2012-05-10,2933.639893,2012-05-16,11326.09961,2012-06-08,18502.33984
2012-07-02,9003.480469,2012-05-11,7815.879883,2012-05-11,2933.820068,2012-05-17,11330.7002,2012-06-11,18953.63086
2012-07-03,9066.589844,2012-05-14,7705.439941,2012-05-14,2902.580078,2012-05-18,11280.59961,2012-06-12,18872.56055
2012-07-04,9104.169922,2012-05-15,7635.810059,2012-05-15,2893.76001,2012-05-22,11451.79981,2012-06-13,19026.51953
2012-07-05,9079.799805,2012-05-16,7592.819824,2012-05-16,2874.040039,2012-05-23,11564.79981,2012-06-14,18808.40039
2012-07-06,9020.75,2012-05-17,7480.419922,2012-05-17,2813.689941,2012-05-24,11566.09961,2012-06-15,19233.93945
2012-07-09,8896.879883,2012-05-18,7427.740234,2012-05-18,2778.790039,2012-05-25,11576.5,2012-06-18,19427.81055
2012-07-10,8857.730469,2012-05-21,7542.97998,2012-05-21,2847.209961,2012-05-28,11566.2002,2012-06-19,19416.66992
2012-07-11,8851,2012-05-22,7542.580078,2012-05-22,2839.080078,2012-05-29,11609.29981,2012-06-20,19518.84961
2012-07-12,8720.009766,2012-05-23,7540.899902,2012-05-23,2850.120117,2012-05-30,11433.2002,2012-06-21,19265.07031
2012-07-13,8724.120117,2012-05-24,7552.339844,2012-05-24,2839.379883,2012-05-31,11513.2002,2012-06-22,18995.13086
2012-07-17,8755,2012-05-25,7534.330078,2012-05-25,2837.530029,2012-06-01,11361.2002,2012-06-25,18897.44922
2012-07-18,8726.740234,2012-05-29,7615.029785,2012-05-29,2870.98999,2012-06-04,11335.79981,2012-06-26,18981.83984
2012-07-19,8795.549805,2012-05-30,7471.399902,2012-05-30,2837.360107,2012-06-05,11507.7002,2012-06-27,19176.94922
2012-07-20,8669.870117,2012-05-31,7463.959961,2012-05-31,2827.340088,2012-06-06,11633.40039,2012-06-28,19025.26953
2012-07-23,8508.320313,2012-06-01,7292.22998,2012-06-01,2747.47998,2012-06-07,11592.09961,2012-06-29,19441.46094
2012-07-24,8488.089844,2012-06-04,7285.529785,2012-06-04,2760.01001,2012-06-08,11500.59961,2012-07-03,19735.5293
2012-07-25,8365.900391,2012-06-05,7338.620117,2012-06-05,2778.110107,2012-06-11,11401.79981,2012-07-04,19709.75
2012-07-26,8443.099609,2012-06-06,7517.459961,2012-06-06,2844.719971,2012-06-12,11497.29981,2012-07-05,19809.13086
2012-07-27,8566.639648,2012-06-07,7519.830078,2012-06-07,2831.02002,2012-06-13,11497.90039,2012-07-06,19800.64063
2012-07-30,8635.44043,2012-06-08,7553.77002,2012-06-08,2858.419922,2012-06-14,11466.40039,2012-07-09,19428.08984
2012-07-31,8695.05957,2012-06-11,7459.290039,2012-06-11,2809.72998,2012-06-15,11524.90039,2012-07-10,19396.35938
2012-08-01,8641.849609,2012-06-12,7557.819824,2012-06-12,2843.070068,2012-06-18,11601.09961,2012-07-11,19419.86914
2012-08-02,8653.179688,2012-06-13,7506.419922,2012-06-13,2818.610107,2012-06-19,11788.40039,2012-07-12,19025.10938
2012-08-03,8555.110352,2012-06-14,7582.819824,2012-06-14,2836.330078,2012-06-20,11759.29981,2012-07-13,19092.63086
2012-08-06,8726.290039,2012-06-15,7664.259766,2012-06-15,2872.800049,2012-06-21,11408.29981,2012-07-16,19121.33984
2012-08-07,8803.30957,2012-06-18,7662.290039,2012-06-18,2895.330078,2012-06-22,11435.5,2012-07-17,19455.33008
2012-08-08,8881.160156,2012-06-19,7766.259766,2012-06-19,2929.76001,2012-06-25,11330.40039,2012-07-18,19239.88086
2012-08-09,8978.599609,2012-06-20,7757.919922,2012-06-20,2930.449951,2012-06-26,11334.40039,2012-07-19,19559.05078
2012-08-10,8891.44043,2012-06-21,7566.109863,2012-06-21,2859.090088,2012-06-27,11410.90039,2012-07-20,19640.80078
2012-08-13,8885.150391,2012-06-22,7616.589844,2012-06-22,2892.419922,2012-06-28,11424.7002,2012-07-23,19053.4707
2012-08-14,8929.879883,2012-06-25,7491.870117,2012-06-25,2836.159912,2012-06-29,11596.59961,2012-07-24,18903.19922
2012-08-15,8925.040039,2012-06-26,7527.080078,2012-06-26,2854.060059,2012-07-03,11848.79981,2012-07-25,18877.33008
2012-08-16,9092.759766,2012-06-27,7598.049805,2012-06-27,2875.320068,2012-07-04,11913.90039,2012-07-26,18892.78906
2012-08-17,9162.5,2012-06-28,7597.5,2012-06-28,2849.48999,2012-07-05,11817,2012-07-27,19274.96094
