Date,N225,Date,NYA,Date,IXIC,Date,GSPTSE,Date,HSI
2021-03-24,28405.51953,2020-12-02,14188.24023,2020-12-02,12349.37012,2020-12-16,17567.40039,2021-03-04,29236.78906
2021-03-25,28729.88086,2020-12-03,14217.17969,2020-12-03,12377.17969,2020-12-17,17652.90039,2021-03-05,29098.28906
2021-03-26,29176.69922,2020-12-04,14417.33008,2020-12-04,12464.23047,2020-12-18,17534.59961,2021-03-08,28540.83008
2021-03-29,29384.51953,2020-12-07,14354.96973,2020-12-07,12519.9502,2020-12-21,17500.90039,2021-03-09,28773.23047
2021-03-30,29432.69922,2020-12-08,14402.16992,2020-12-08,12582.76953,2020-12-22,17552.5,2021-03-10,28907.51953
2021-03-31,29178.80078,2020-12-09,14374.08008,2020-12-09,12338.9502,2020-12-23,17593.59961,2021-03-11,29385.60938
2021-04-01,29388.86914,2020-12-10,14394.33984,2020-12-10,12405.80957,2020-12-24,17623.90039,2021-03-12,28739.7207
2021-04-02,29854,2020-12-11,14355.29004,2020-12-11,12377.87012,2020-12-29,17543.40039,2021-03-15,28833.75977
2021-04-05,30089.25,2020-12-14,14214.92969,2020-12-14,12440.04004,2020-12-30,17545.80078,2021-03-16,29027.68945
2021-04-06,29696.63086,2020-12-15,14402.32031,2020-12-15,12595.05957,2020-12-31,17433.40039,2021-03-17,29034.11914
2021-04-07,29730.78906,2020-12-16,14408.94043,2020-12-16,12658.19043,2021-01-04,17527.80078,2021-03-18,29405.7207
2021-04-08,29708.98047,2020-12-17,14516.73047,2020-12-17,12764.75,2021-01-05,17682.5,2021-03-19,28990.93945
2021-04-09,29768.06055,2020-12-18,14467.82031,2020-12-18,12755.63965,2021-01-06,17828.09961,2021-03-22,28885.33984
2021-04-12,29538.73047,2020-12-21,14378.84961,2020-12-21,12742.51953,2021-01-07,18027.59961,2021-03-23,28497.38086
2021-04-13,29751.60938,2020-12-22,14321.33984,2020-12-22,12807.91992,2021-01-08,18042.09961,2021-03-24,27918.14063
2021-04-14,29620.99023,2020-12-23,14398.62012,2020-12-23,12771.11035,2021-01-11,17934.5,2021-03-25,27899.60938
2021-04-15,29642.68945,2020-12-24,14382.5,2020-12-24,12804.73047,2021-01-12,17985.80078,2021-03-26,28336.42969
2021-04-16,29683.36914,2020-12-28,14405.76953,2020-12-28,12899.41992,2021-01-13,17934.69922,2021-03-29,28338.30078
2021-04-19,29685.36914,2020-12-29,14397.91992,2020-12-29,12850.21973,2021-01-14,17958.09961,2021-03-30,28577.5
2021-04-20,29100.38086,2020-12-30,14477.48047,2020-12-30,12870,2021-01-15,17909,2021-03-31,28378.34961
2021-04-21,28508.55078,2020-12-31,14524.79981,2020-12-31,12888.28027,2021-01-18,17944.90039,2021-04-01,28938.74023
2021-04-22,29188.16992,2021-01-04,14376.7002,2021-01-04,12698.4502,2021-01-19,17957.40039,2021-04-07,28674.80078
2021-04-23,29020.63086,2021-01-05,14536.53027,2021-01-05,12818.95996,2021-01-20,18014.90039,2021-04-08,29008.07031
2021-04-26,29126.23047,2021-01-06,14788.83984,2021-01-06,12740.79004,2021-01-21,17916.19922,2021-04-09,28698.80078
2021-04-27,28991.89063,2021-01-07,14928.75,2021-01-07,13067.48047,2021-01-22,17845.90039,2021-04-12,28453.2793
2021-04-28,29053.9707,2021-01-08,14966.83008,2021-01-08,13201.98047,2021-01-25,17906,2021-04-13,28497.25
2021-04-30,28812.63086,2021-01-11,14937.95996,2021-01-11,13036.42969,2021-01-26,17779.40039,2021-04-14,28900.83008
2021-05-06,29331.36914,2021-01-12,15010.29004,2021-01-12,13072.42969,2021-01-27,17424.40039,2021-04-15,28793.14063
2021-05-07,29357.82031,2021-01-13,14983.61035,2021-01-13,13128.9502,2021-01-28,17657.19922,2021-04-16,28969.71094
2021-05-10,29518.33984,2021-01-14,15044.37988,2021-01-14,13112.63965,2021-01-29,17337,2021-04-19,29106.15039
2021-05-11,28608.58984,2021-01-15,14894.16992,2021-01-15,12998.5,2021-02-01,17692.5,2021-04-20,29135.73047
2021-05-12,28147.50977,2021-01-19,14987.33984,2021-01-19,13197.17969,2021-02-02,17874.5,2021-04-21,28621.91992
2021-05-13,27448.00977,2021-01-20,15097.28027,2021-01-20,13457.25,2021-02-03,17915.90039,2021-04-22,28755.33984
2021-05-14,28084.4707,2021-01-21,15019.04981,2021-01-21,13530.91016,2021-02-04,18042,2021-04-23,29078.75
2021-05-17,27824.83008,2021-01-22,14951.83984,2021-01-22,13543.05957,2021-02-05,18135.90039,2021-04-26,28952.83008
2021-05-18,28406.83984,2021-01-25,14935.29004,2021-01-25,13635.99023,2021-02-08,18330.30078,2021-04-27,28941.53906
2021-05-19,28044.44922,2021-01-26,14867.37012,2021-01-26,13626.05957,2021-02-09,18408.59961,2021-04-28,29071.33984
2021-05-20,28098.25,2021-01-27,14487.73047,2021-01-27,13270.59961,2021-02-10,18457.80078,2021-04-29,29303.25977
2021-05-21,28317.83008,2021-01-28,14669.51953,2021-01-28,13337.16016,2021-02-11,18393,2021-04-30,28724.88086
2021-05-24,28364.60938,2021-01-29,14397.2002,2021-01-29,13070.69043,2021-02-12,18460.19922,2021-05-03,28357.53906
2021-05-25,28553.98047,2021-02-01,14596.17969,2021-02-01,13403.38965,2021-02-16,18492.5,2021-05-04,28557.14063
2021-05-26,28642.18945,2021-02-02,14768.58008,2021-02-02,13612.78027,2021-02-17,18374.80078,2021-05-05,28417.98047
2021-05-27,28549.00977,2021-02-03,14839.05957,2021-02-03,13610.54004,2021-02-18,18274.09961,2021-05-06,28637.46094
2021-05-28,29149.41016,2021-02-04,14975.42969,2021-02-04,13777.74023,2021-02-19,18384.30078,2021-05-07,28610.65039
2021-05-31,28860.08008,2021-02-05,15069.59961,2021-02-05,13856.29981,2021-02-22,18416.69922,2021-05-10,28595.66016
2021-06-01,28814.33984,2021-02-08,15226.61035,2021-02-08,13987.63965,2021-02-23,18330.09961,2021-05-11,28013.81055
2021-06-02,28946.14063,2021-02-09,15244.40039,2021-02-09,14007.7002,2021-02-24,18484.5,2021-05-12,28231.03906
2021-06-03,29058.10938,2021-02-10,15273.90039,2021-02-10,13972.53027,2021-02-25,18223.5,2021-05-13,27718.66992
,,2021-02-11,15297.08984,2021-02-11,14025.76953,2021-02-26,18060.30078,2021-05-14,28027.57031
,,2021-02-12,15369.59961,2021-02-12,14095.46973,2021-03-01,18299.59961,2021-05-17,28194.08984
,,2021-02-16,15423.01953,2021-02-16,14047.5,2021-03-02,18421.59961,2021-05-18,28593.81055
,,2021-02-17,15402.58984,2021-02-17,13965.49023,2021-03-03,18320.69922,2021-05-20,28450.28906
,,2021-02-18,15290.63965,2021-02-18,13865.36035,2021-03-04,18125.69922,2021-05-21,28458.43945
,,2021-02-19,15362.69043,2021-02-19,13874.45996,2021-03-05,18381,2021-05-24,28412.25977
,,2021-02-22,15340.46973,2021-02-22,13533.04981,2021-03-08,18457.80078,2021-05-25,28910.85938
,,2021-02-23,15359.12988,2021-02-23,13465.2002,2021-03-09,18599.19922,2021-05-26,29166.00977
,,2021-02-24,15539.41992,2021-02-24,13597.96973,2021-03-10,18690,2021-05-27,29113.19922
,,2021-02-25,15206.66992,2021-02-25,13119.42969,2021-03-11,18844.59961,2021-05-28,29124.41016
,,2021-02-26,15010.46973,2021-02-26,13192.34961,2021-03-12,18851.30078,2021-05-31,29151.80078
,,2021-03-01,15327.76953,2021-03-01,13588.83008,2021-03-15,18954.80078,2008-01-02,9647.5
,,2021-03-02,15277.01953,2021-03-02,13358.79004,2021-03-16,18874,2008-01-03,9656
,,2021-03-03,15199.19043,2021-03-03,12997.75,2021-03-17,18983.09961,2008-01-04,9432.030273
,,2021-03-04,14959.41016,2021-03-04,12723.46973,2021-03-18,18836.5,2008-01-07,9462.240234
,,2021-03-05,15251.83008,2021-03-05,12920.15039,2021-03-19,18854,2008-01-08,9326.080078
,,2021-03-08,15288.37988,2021-03-08,12609.16016,2021-03-22,18815.09961,2008-01-09,9424.69043
,,2021-03-09,15375.62988,2021-03-09,13073.82031,2021-03-23,18669.80078,2008-01-10,9490.759766
,,2021-03-10,15521.83984,2021-03-10,13068.83008,2021-03-24,18628.30078,2008-01-11,9347.469727
,,2021-03-11,15648,2021-03-11,13398.66992,2021-03-25,18651.09961,2008-01-14,9439.339844
,,2021-03-12,15715.20996,2021-03-12,13319.86035,2021-03-26,18752.59961,2008-01-15,9172.169922
,,2021-03-15,15775.5,2021-03-15,13459.70996,2021-03-29,18719.19922,2008-01-16,9073.429688
,,2021-03-16,15669.29981,2021-03-16,13471.57031,2021-03-30,18705.59961,2008-01-17,8818.950195
,,2021-03-17,15731.15039,2021-03-17,13525.2002,2021-03-31,18700.69922,2008-01-18,8794.860352
,,2021-03-18,15589.08984,2021-03-18,13116.16992,2021-04-01,18990.30078,2008-01-22,8661.169922
,,2021-03-19,15562.25977,2021-03-19,13215.24023,2021-04-05,19026.80078,2008-01-23,8805.679688
,,2021-03-22,15551.55957,2021-03-22,13377.54004,2021-04-06,19104.09961,2008-01-24,8942.25
,,2021-03-23,15346.53027,2021-03-23,13227.7002,2021-04-07,19129.09961,2008-01-25,8827.5
,,2021-03-24,15276.55957,2021-03-24,12961.88965,2021-04-08,19228.90039,2008-01-28,8978.410156
,,2021-03-25,15410.37012,2021-03-25,12977.67969,2021-04-09,19228,2008-01-29,9046.019531
,,2021-03-26,15682.54004,2021-03-26,13138.73047,2021-04-12,19201.30078,2008-01-30,8994.450195
,,2021-03-29,15611.87988,2021-03-29,13059.65039,2021-04-13,19203.69922,2008-01-31,9126.160156
,,2021-03-30,15626.11035,2021-03-30,13045.38965,2021-04-14,19171.69922,2008-02-01,9277.580078
,,2021-03-31,15601.74023,2021-03-31,13246.87012,2021-04-15,19321.90039,2008-02-04,9202.110352
,,2021-04-01,15751.7002,2021-04-01,13480.11035,2021-04-16,19351.30078,2008-02-05,8874.5
,,2021-04-05,15870.33984,2021-04-05,13705.58984,2021-04-19,19204.40039,2008-02-06,8818.110352
,,2021-04-06,15877.95996,2021-04-06,13698.37988,2021-04-20,19040.80078,2008-02-07,8859.040039
,,2021-04-07,15838.84961,2021-04-07,13688.83984,2021-04-21,19143.30078,2008-02-08,8823.120117
,,2021-04-08,15886.55957,2021-04-08,13829.30957,2021-04-22,19031.59961,2008-02-11,8868.280273
,,2021-04-09,15956.37012,2021-04-09,13900.19043,2021-04-23,19102.30078,2008-02-12,8965.349609
,,2021-04-12,15977.45996,2021-04-12,13850,2021-04-26,19170.59961,2008-02-13,9073.480469
,,2021-04-13,15962.33984,2021-04-13,13996.09961,2021-04-27,19175.09961,2008-02-14,8968.410156
,,2021-04-14,16000.15039,2021-04-14,13857.83984,2021-04-28,19357,2008-02-15,8970.759766
,,2021-04-15,16116.84961,2021-04-15,14038.75977,2021-04-29,19255.90039,2008-02-19,9023.040039
,,2021-04-16,16186.29004,2021-04-16,14052.33984,2021-04-30,19108.30078,2008-02-20,9073.959961
,,2021-04-19,16107.55957,2021-04-19,13914.76953,2021-05-03,19213.19922,2008-02-21,8977.730469
,,2021-04-20,15944.61035,2021-04-20,13786.26953,2021-05-04,19188,2008-02-22,9064.830078
,,2021-04-21,16121.61035,2021-04-21,13950.21973,2021-05-05,19310.69922,2008-02-25,9210.080078
,,2021-04-22,16030.62012,2021-04-22,13818.41016,2021-05-06,19291,2008-02-26,9302.799805
,,2021-04-23,16206,2021-04-23,14016.80957,2021-05-07,19472.69922,2008-02-27,9292.889648
,,2021-04-26,16241.20996,2021-04-26,14138.78027,2021-05-10,19361.90039,2008-02-28,9221.879883
,,2021-04-27,16273.30957,2021-04-27,14090.21973,2021-05-11,19274,2008-02-29,8962.459961
,,2021-04-28,16322.12988,2021-04-28,14051.03027,2021-05-12,19107.80078,2008-03-03,8970.389648
,,2021-04-29,16376,2021-04-29,14082.54981,2021-05-13,19135.80078,2008-03-04,8891.450195
,,2021-04-30,16219.33008,2021-04-30,13962.67969,2021-05-14,19366.69922,2008-03-05,8962.419922
,,2021-05-03,16325.24023,2021-05-03,13895.12012,2021-05-17,19474.69922,2008-03-06,8765.410156
,,2021-05-04,16289.26953,2021-05-04,13633.5,2021-05-18,19507.09961,2008-03-07,8676.269531
,,2021-05-05,16348.41016,2021-05-05,13582.41992,2021-05-19,19417,2008-03-10,8534.370117
,,2021-05-06,16459.59961,2021-05-06,13632.83984,2021-05-20,19543,2008-03-11,8842.679688
,,2021-05-07,16590.42969,2021-05-07,13752.24023,2021-05-21,19527.30078,2008-03-12,8781.230469
,,2021-05-10,16516.83008,2021-05-10,13401.86035,2021-05-25,19564.09961,2008-03-13,8827.160156
,,2021-05-11,16355.62012,2021-05-11,13389.42969,2021-05-26,19745.5,2008-03-14,8635.919922
,,2021-05-12,16042.96973,2021-05-12,13031.67969,2021-05-27,19774.40039,2008-03-17,8489.379883
,,2021-05-13,16181.62988,2021-05-13,13124.99023,2021-05-28,19852.19922,2008-03-18,8826.44043
,,2021-05-14,16415.35938,2021-05-14,13429.98047,2021-05-31,19731,2008-03-19,8549.5
,,2021-05-17,16422.96094,2021-05-17,13379.04981,2008-01-02,9647.5,2008-03-20,8717.55957
,,2021-05-18,16337.73047,2021-05-18,13303.63965,2008-01-03,9656,2008-03-24,8859.610352
,,2021-05-19,16233.32031,2021-05-19,13299.74023,2008-01-04,9432.030273,2008-03-25,8936.230469
,,2021-05-20,16350.4502,2021-05-20,13535.74023,2008-01-07,9462.240234,2008-03-26,8881.549805
,,2021-05-21,16375,2021-05-21,13470.99023,2008-01-08,9326.080078,2008-03-27,8817.169922
,,2021-05-24,16464.68945,2021-05-24,13661.16992,2008-01-09,9424.69043,2008-03-28,8762.120117
,,2021-05-25,16390.18945,2021-05-25,13657.16992,2008-01-10,9490.759766,2008-03-31,8797.290039
,,2021-05-26,16451.96094,2021-05-26,13738,2008-01-11,9347.469727,2008-04-01,9088.490234
,,2021-05-27,16531.94922,2021-05-27,13736.28027,2008-01-14,9439.339844,2008-04-02,9104.459961
,,2021-05-28,16555.66016,2021-05-28,13748.74023,2008-01-15,9172.169922,2008-04-03,9140.639648
,,,,2008-01-02,9647.5,2008-01-16,9073.429688,2008-04-04,9157.530273
,,,,2008-01-03,9656,2008-01-17,8818.950195,2008-04-07,9184.719727
,,,,2008-01-04,9432.030273,2008-01-18,8794.860352,2008-04-08,9150.629883
,,,,2008-01-07,9462.240234,2008-01-22,8661.169922,2008-04-09,9074.820313
,,,,2008-01-08,9326.080078,2008-01-23,8805.679688,2008-04-10,9096.860352
,,,,2008-01-09,9424.69043,2008-01-24,8942.25,2008-04-11,8936.110352
,,,,2008-01-10,9490.759766,2008-01-25,8827.5,2008-04-14,8922.839844
,,,,2008-01-11,9347.469727,2008-01-28,8978.410156,2008-04-15,8978.19043
,,,,2008-01-14,9439.339844,2008-01-29,9046.019531,2008-04-16,9203.759766
,,,,2008-01-15,9172.169922,2008-01-30,8994.450195,2008-04-17,9173.80957
,,,,2008-01-16,9073.429688,2008-01-31,9126.160156,2008-04-18,9310.240234
,,,,2008-01-17,8818.950195,2008-02-01,9277.580078,2008-04-21,9312.290039
,,,,2008-01-18,8794.860352,2008-02-04,9202.110352,2008-04-22,9227.969727
,,,,2008-01-22,8661.169922,2008-02-05,8874.5,2008-04-23,9237.290039
,,,,2008-01-23,8805.679688,2008-02-06,8818.110352,2008-04-24,9250.219727
,,,,2008-01-24,8942.25,2008-02-07,8859.040039,2008-04-25,9344.30957
,,,,2008-01-25,8827.5,2008-02-08,8823.120117,2008-04-28,9349.610352
,,,,2008-01-28,8978.410156,2008-02-11,8868.280273,2008-04-29,9285.910156
,,,,2008-01-29,9046.019531,2008-02-12,8965.349609,2008-04-30,9299.599609
,,,,2008-01-30,8994.450195,2008-02-13,9073.480469,2008-05-01,9395.040039
,,,,2008-01-31,9126.160156,2008-02-14,8968.410156,2008-05-02,9451.169922
,,,,2008-02-01,9277.580078,2008-02-15,8970.759766,2008-05-05,9438.099609
,,,,2008-02-04,9202.110352,2008-02-19,9023.040039,2008-05-06,9510.980469
,,,,2008-02-05,8874.5,2008-02-20,9073.959961,2008-05-07,9339.469727
,,,,2008-02-06,8818.110352,2008-02-21,8977.730469,2008-05-08,9388.540039
,,,,2008-02-07,8859.040039,2008-02-22,9064.830078,2008-05-09,9327.969727
,,,,2008-02-08,8823.120117,2008-02-25,9210.080078,2008-05-12,9417.969727
,,,,2008-02-11,8868.280273,2008-02-26,9302.799805,2008-05-13,9410.459961
,,,,2008-02-12,8965.349609,2008-02-27,9292.889648,2008-05-14,9437.450195
,,,,2008-02-13,9073.480469,2008-02-28,9221.879883,2008-05-15,9553.519531
,,,,2008-02-14,8968.410156,2008-02-29,8962.459961,2008-05-16,9603.009766
,,,,2008-02-15,8970.759766,2008-03-03,8970.389648,2008-05-19,9602.780273
,,,,2008-02-19,9023.040039,2008-03-04,8891.450195,2008-05-20,9536.009766
,,,,2008-02-20,9073.959961,2008-03-05,8962.419922,2008-05-21,9397.030273
,,,,2008-02-21,8977.730469,2008-03-06,8765.410156,2008-05-22,9433.349609
,,,,2008-02-22,9064.830078,2008-03-07,8676.269531,2008-05-23,9315.780273
,,,,2008-02-25,9210.080078,2008-03-10,8534.370117,2008-05-27,9314.019531
,,,,2008-02-26,9302.799805,2008-03-11,8842.679688,2008-05-28,9364.339844
,,,,2008-02-27,9292.889648,2008-03-12,8781.230469,2008-05-29,9371.870117
,,,,2008-02-28,9221.879883,2008-03-13,8827.160156,2008-05-30,9401.080078
,,,,2008-02-29,8962.459961,2008-03-14,8635.919922,2008-06-02,9316.610352
,,,,2008-03-03,8970.389648,2008-03-17,8489.379883,2008-06-03,9262
,,,,2008-03-04,8891.450195,2008-03-18,8826.44043,2008-06-04,9212.759766
,,,,2008-03-05,8962.419922,2008-03-19,8549.5,2008-06-05,9408.490234
,,,,2008-03-06,8765.410156,2008-03-20,8717.55957,2008-06-06,9152.509766
,,,,2008-03-07,8676.269531,2008-03-24,8859.610352,2008-06-09,9149.089844
,,,,2008-03-10,8534.370117,2008-03-25,8936.230469,2008-06-10,9067.099609
,,,,2008-03-11,8842.679688,2008-03-26,8881.549805,2008-06-11,8941.269531
,,,,2008-03-12,8781.230469,2008-03-27,8817.169922,2008-06-12,8947.730469
,,,,2008-03-13,8827.160156,2008-03-28,8762.120117,2008-06-13,9063.230469
,,,,2008-03-14,8635.919922,2008-03-31,8797.290039,2008-06-16,9087.879883
,,,,2008-03-17,8489.379883,2008-04-01,9088.490234,2008-06-17,9074.410156
,,,,2008-03-18,8826.44043,2008-04-02,9104.459961,2008-06-18,8999.55957
,,,,2008-03-19,8549.5,2008-04-03,9140.639648,2008-06-19,8988.839844
,,,,2008-03-20,8717.55957,2008-04-04,9157.530273,2008-06-20,8829.25
,,,,2008-03-24,8859.610352,2008-04-07,9184.719727,2008-06-23,8841.889648
,,,,2008-03-25,8936.230469,2008-04-08,9150.629883,2008-06-24,8803.339844
,,,,2008-03-26,8881.549805,2008-04-09,9074.820313,2008-06-25,8865.799805
,,,,2008-03-27,8817.169922,2008-04-10,9096.860352,2008-06-26,8640.740234
,,,,2008-03-28,8762.120117,2008-04-11,8936.110352,2008-06-27,8623.509766
,,,,2008-03-31,8797.290039,2008-04-14,8922.839844,2008-06-30,8660.480469
,,,,2008-04-01,9088.490234,2008-04-15,8978.19043,2008-07-01,8641.280273
,,,,2008-04-02,9104.459961,2008-04-16,9203.759766,2008-07-02,8465.509766
,,,,2008-04-03,9140.639648,2008-04-17,9173.80957,2008-07-03,8481.540039
,,,,2008-04-04,9157.530273,2008-04-18,9310.240234,2008-07-07,8400.209961
,,,,2008-04-07,9184.719727,2008-04-21,9312.290039,2008-07-08,8515.790039
,,,,2008-04-08,9150.629883,2008-04-22,9227.969727,2008-07-09,8371.629883
,,,,2008-04-09,9074.820313,2008-04-23,9237.290039,2008-07-10,8435.94043
,,,,2008-04-10,9096.860352,2008-04-24,9250.219727,2008-07-11,8347.240234
,,,,2008-04-11,8936.110352,2008-04-25,9344.30957,2008-07-14,8287.759766
,,,,2008-04-14,8922.839844,2008-04-28,9349.610352,2008-07-15,8157.799805
,,,,2008-04-15,8978.19043,2008-04-29,9285.910156,2008-07-16,8332.820313
,,,,2008-04-16,9203.759766,2008-04-30,9299.599609,2008-07-17,8415.049805
,,,,2008-04-17,9173.80957,2008-05-01,9395.040039,2008-07-18,8453.849609
,,,,2008-04-18,9310.240234,2008-05-02,9451.169922,2008-07-21,8499.740234
,,,,2008-04-21,9312.290039,2008-05-05,9438.099609,2008-07-22,8566.650391
,,,,2008-04-22,9227.969727,2008-05-06,9510.980469,2008-07-23,8580.570313
,,,,2008-04-23,9237.290039,2008-05-07,9339.469727,2008-07-24,8369.910156
,,,,2008-04-24,9250.219727,2008-05-08,9388.540039,2008-07-25,8395.580078
,,,,2008-04-25,9344.30957,2008-05-09,9327.969727,2008-07-28,8260.19043
,,,,2008-04-28,9349.610352,2008-05-12,9417.969727,2008-07-29,8419.200195
,,,,2008-04-29,9285.910156,2008-05-13,9410.459961,2008-07-30,8565.30957
,,,,2008-04-30,9299.599609,2008-05-14,9437.450195,2008-07-31,8438.639648
,,,,2008-05-01,9395.040039,2008-05-15,9553.519531,2008-08-01,8379.150391
,,,,2008-05-02,9451.169922,2008-05-16,9603.009766,2008-08-04,8268.650391
,,,,2008-05-05,9438.099609,2008-05-19,9602.780273,2008-08-05,8471.849609
,,,,2008-05-06,9510.980469,2008-05-20,9536.009766,2008-08-06,8501.44043
,,,,2008-05-07,9339.469727,2008-05-21,9397.030273,2008-08-07,8338.400391
,,,,2008-05-08,9388.540039,2008-05-22,9433.349609,2008-08-08,8460.320313
,,,,2008-05-09,9327.969727,2008-05-23,9315.780273,2008-08-11,8492.94043
,,,,2008-05-12,9417.969727,2008-05-27,9314.019531,2008-08-12,8398.709961
,,,,2008-05-13,9410.459961,2008-05-28,9364.339844,2008-08-13,8375.389648
,,,,2008-05-14,9437.450195,2008-05-29,9371.870117,2008-08-14,8385.969727
,,,,2008-05-15,9553.519531,2008-05-30,9401.080078,2008-08-15,8383.669922
,,,,2008-05-16,9603.009766,2008-06-02,9316.610352,2008-08-18,8281.860352
,,,,2008-05-19,9602.780273,2008-06-03,9262,2008-08-19,8212.469727
,,,,2008-05-20,9536.009766,2008-06-04,9212.759766,2008-08-20,8276.910156
,,,,2008-05-21,9397.030273,2008-06-05,9408.490234,2008-08-21,8314.139648
,,,,2008-05-22,9433.349609,2008-06-06,9152.509766,2008-08-22,8373.549805
,,,,2008-05-23,9315.780273,2008-06-09,9149.089844,2008-08-25,8229.030273
,,,,2008-05-27,9314.019531,2008-06-10,9067.099609,2008-08-26,8263.719727
,,,,2008-05-28,9364.339844,2008-06-11,8941.269531,2008-08-27,8349.839844
,,,,2008-05-29,9371.870117,2008-06-12,8947.730469,2008-08-28,8466.120117
,,,,2008-05-30,9401.080078,2008-06-13,9063.230469,2008-08-29,8382.080078
,,,,2008-06-02,9316.610352,2008-06-16,9087.879883,2008-09-02,8296.969727
,,,,2008-06-03,9262,2008-06-17,9074.410156,2008-09-03,8269.25
,,,,2008-06-04,9212.759766,2008-06-18,8999.55957,2008-09-04,8008.25
,,,,2008-06-05,9408.490234,2008-06-19,8988.839844,2008-09-05,8033.759766
,,,,2008-06-06,9152.509766,2008-06-20,8829.25,2008-09-08,8168.620117
,,,,2008-06-09,9149.089844,2008-06-23,8841.889648,2008-09-09,7871.149902
,,,,2008-06-10,9067.099609,2008-06-24,8803.339844,2008-09-10,7957.259766
,,,,2008-06-11,8941.269531,2008-06-25,8865.799805,2008-09-11,8011.25
,,,,2008-06-12,8947.730469,2008-06-26,8640.740234,2008-09-12,8091.839844
,,,,2008-06-13,9063.230469,2008-06-27,8623.509766,2008-09-15,7680.149902
,,,,2008-06-16,9087.879883,2008-06-30,8660.480469,2008-09-16,7793.129883
,,,,2008-06-17,9074.410156,2008-07-01,8641.280273,2008-09-17,7440.390137
,,,,2008-06-18,8999.55957,2008-07-02,8465.509766,2008-09-18,7775.160156
,,,,2008-06-19,8988.839844,2008-07-03,8481.540039,2008-09-19,8187.129883
,,,,2008-06-20,8829.25,2008-07-07,8400.209961,2008-09-22,7918.609863
,,,,2008-06-23,8841.889648,2008-07-08,8515.790039,2008-09-23,7785.27002
,,,,2008-06-24,8803.339844,2008-07-09,8371.629883,2008-09-24,7768.819824
,,,,2008-06-25,8865.799805,2008-07-10,8435.94043,2008-09-25,7927.870117
,,,,2008-06-26,8640.740234,2008-07-11,8347.240234,2008-09-26,7890.370117
,,,,2008-06-27,8623.509766,2008-07-14,8287.759766,2008-09-29,7204.009766
,,,,2008-06-30,8660.480469,2008-07-15,8157.799805,2008-09-30,7532.799805
,,,,2008-07-01,8641.280273,2008-07-16,8332.820313,2008-10-01,7519.950195
,,,,2008-07-02,8465.509766,2008-07-17,8415.049805,2008-10-02,7155.410156
,,,,2008-07-03,8481.540039,2008-07-18,8453.849609,2008-10-03,7088.939941
,,,,2008-07-07,8400.209961,2008-07-21,8499.740234,2008-10-06,6754.910156
,,,,2008-07-08,8515.790039,2008-07-22,8566.650391,2008-10-07,6388.379883
,,,,2008-07-09,8371.629883,2008-07-23,8580.570313,2008-10-08,6306.350098
,,,,2008-07-10,8435.94043,2008-07-24,8369.910156,2008-10-09,5809.97998
,,,,2008-07-11,8347.240234,2008-07-25,8395.580078,2008-10-10,5704.129883
,,,,2008-07-14,8287.759766,2008-07-28,8260.19043,2008-10-13,6400.959961
,,,,2008-07-15,8157.799805,2008-07-29,8419.200195,2008-10-14,6380.529785
,,,,2008-07-16,8332.820313,2008-07-30,8565.30957,2008-10-15,5759.959961
,,,,2008-07-17,8415.049805,2008-07-31,8438.639648,2008-10-16,5970.899902
,,,,2008-07-18,8453.849609,2008-08-01,8379.150391,2008-10-17,5948.799805
,,,,2008-07-21,8499.740234,2008-08-04,8268.650391,2008-10-20,6287.600098
,,,,2008-07-22,8566.650391,2008-08-05,8471.849609,2008-10-21,6051.339844
,,,,2008-07-23,8580.570313,2008-08-06,8501.44043,2008-10-22,5630.470215
,,,,2008-07-24,8369.910156,2008-08-07,8338.400391,2008-10-23,5671.930176
,,,,2008-07-25,8395.580078,2008-08-08,8460.320313,2008-10-24,5427.540039
,,,,2008-07-28,8260.19043,2008-08-11,8492.94043,2008-10-27,5196.529785
,,,,2008-07-29,8419.200195,2008-08-12,8398.709961,2008-10-28,5733.450195
,,,,2008-07-30,8565.30957,2008-08-13,8375.389648,2008-10-29,5774.890137
,,,,2008-07-31,8438.639648,2008-08-14,8385.969727,2008-10-30,5975.029785
,,,,2008-08-01,8379.150391,2008-08-15,8383.669922,2008-10-31,6061.089844
,,,,2008-08-04,8268.650391,2008-08-18,8281.860352,2008-11-03,6054.97998
,,,,2008-08-05,8471.849609,2008-08-19,8212.469727,2008-11-04,6345.089844
,,,,2008-08-06,8501.44043,2008-08-20,8276.910156,2008-11-05,6012.169922
,,,,2008-08-07,8338.400391,2008-08-21,8314.139648,2008-11-06,5667.399902
,,,,2008-08-08,8460.320313,2008-08-22,8373.549805,2008-11-07,5871.97998
,,,,2008-08-11,8492.94043,2008-08-25,8229.030273,2008-11-10,5802.049805
,,,,2008-08-12,8398.709961,2008-08-26,8263.719727,2008-11-11,5634.370117
,,,,2008-08-13,8375.389648,2008-08-27,8349.839844,2008-11-12,5320.700195
,,,,2008-08-14,8385.969727,2008-08-28,8466.120117,2008-11-13,5715.790039
,,,,2008-08-15,8383.669922,2008-08-29,8382.080078,2008-11-14,5452.629883
,,,,2008-08-18,8281.860352,2008-09-02,8296.969727,2008-11-17,5323.359863
,,,,2008-08-19,8212.469727,2008-09-03,8269.25,2008-11-18,5365.660156
,,,,2008-08-20,8276.910156,2008-09-04,8008.25,2008-11-19,5011.990234
