Date,Dubai,,
12년03월08일,123.29,,
12년03월09일,123.62,,
12년03월12일,123.67,,
12년03월13일,124.21,,
12년03월14일,124.22,,
12년03월15일,123.64,,
12년03월16일,122.23,,
12년03월19일,123.94,,
12년03월20일,123.17,,
12년03월21일,123.09,,
12년03월22일,121.99,,
12년03월23일,122.18,,
12년03월26일,122.91,,
12년03월27일,123.16,,
12년03월28일,122.07,,
12년03월29일,121.57,,
12년03월30일,120.38,,
12년04월02일,119.97,,
12년04월03일,121.97,,
12년04월04일,122,,
12년04월05일,120.74,,
12년04월09일,119.69,,
12년04월10일,119.17,,
12년04월11일,116.77,,
12년04월12일,117.56,,
12년04월13일,118.38,,
12년04월16일,116.23,,
12년04월17일,115.18,,
12년04월18일,115.58,,
12년04월19일,115.4,,
12년04월20일,115.45,,
12년04월23일,114.57,,
12년04월24일,114.41,,
12년04월25일,115.18,,
12년04월26일,115.82,,
12년04월27일,116.32,,
12년04월30일,116.38,,
12년05월01일,,,
12년05월02일,116.59,,
12년05월03일,115.55,,
12년05월04일,112.92,,
12년05월07일,109.24,,
12년05월08일,108.97,,
12년05월09일,108.93,,
12년05월10일,109.38,,
12년05월11일,108.41,,
12년05월14일,107.94,,
12년05월15일,108.63,,
12년05월16일,107.76,,
12년05월17일,107.16,,
12년05월18일,104.48,,
12년05월21일,105.13,,
12년05월22일,105.5,,
12년05월23일,103.69,,
12년05월24일,102.24,,
12년05월25일,103.84,,
12년05월28일,104.71,,
12년05월29일,105.01,,
12년05월30일,103.39,,
12년05월31일,101.59,,
12년06월01일,98.43,,
12년06월04일,95.16,,
12년06월05일,95.99,,
12년06월06일,97.14,,
12년06월07일,97.49,,
12년06월08일,96.51,,
12년06월11일,98.66,,
12년06월12일,95.41,,
12년06월13일,93.84,,
12년06월14일,95.59,,
12년06월15일,96.66,,
12년06월18일,96.47,,
12년06월19일,93.85,,
12년06월20일,94.27,,
12년06월21일,90.67,,
12년06월22일,89.15,,
12년06월25일,89.81,,
12년06월26일,91.01,,
12년06월27일,91.24,,
12년06월28일,91.77,,
12년06월29일,92.89,,
12년07월02일,93.72,,
12년07월03일,95.29,,
12년07월04일,97.17,,
12년07월05일,97.96,,
12년07월06일,97.59,,
12년07월09일,96.76,,
12년07월10일,96.41,,
12년07월11일,96.44,,
12년07월12일,97.04,,
12년07월13일,97.68,,
12년07월16일,98.84,,
12년07월17일,100.86,,
12년07월18일,100.89,,
12년07월19일,102.71,,
12년07월20일,103.39,,
12년07월23일,99.62,,
12년07월24일,100.39,,
12년07월25일,100.28,,
12년07월26일,100.49,,
12년07월27일,102.06,,
12년07월30일,102.38,,
12년07월31일,101.9,,
12년08월01일,101.04,,
12년08월02일,101.73,,
12년08월03일,102.45,,
12년08월06일,104.54,,
12년08월07일,106.01,,
12년08월08일,106.87,,
12년08월09일,,,
12년08월10일,108.22,,
12년08월13일,108.63,,
12년08월14일,109.32,,
12년08월15일,109.29,,
12년08월16일,111.23,,
12년08월17일,111.03,,
12년08월20일,,,
12년08월21일,111.61,,
12년08월22일,111.59,,
12년08월23일,113.21,,
12년08월24일,111.54,,
12년08월27일,111.82,,
12년08월28일,110.02,,
12년08월29일,109.49,,
12년08월30일,110.24,,
12년08월31일,110.33,,
12년09월03일,111.79,,
12년09월04일,113.29,,
12년09월05일,111.64,,
12년09월06일,112.09,,
12년09월07일,111.84,,
12년09월10일,112.89,,
12년09월11일,113.11,,
12년09월12일,113.93,,
12년09월13일,113.69,,
12년09월14일,115.41,,
12년09월17일,114.76,,
12년09월18일,111.76,,
12년09월19일,110.79,,
12년09월20일,105.64,,
12년09월21일,108.18,,
12년09월24일,108.17,,
12년09월25일,108.61,,
12년09월26일,107.64,,
12년09월27일,108.09,,
12년09월28일,110.56,,
12년10월01일,109.35,,
12년10월02일,109.59,,
12년10월03일,108.28,,
12년10월04일,106.33,,
12년10월05일,109.1,,
12년10월08일,107.73,,
12년10월09일,108.98,,
12년10월10일,110.57,,
12년10월11일,111.16,,
12년10월12일,111.3,,
12년10월15일,110.78,,
12년10월16일,111.61,,
12년10월17일,112.03,,
12년10월18일,111.4,,
12년10월19일,110.21,,
12년10월22일,108.18,,
12년10월23일,107.11,,
12년10월24일,106.6,,
12년10월25일,106.76,,
12년10월26일,,,
12년10월29일,106.42,,
12년10월30일,106.85,,
12년10월31일,106.91,,
12년11월01일,106.81,,
12년11월02일,106.03,,
12년11월05일,103.41,,
12년11월06일,105.13,,
12년11월07일,108.29,,
12년11월08일,104.75,,
12년11월09일,104.81,,
12년11월12일,106.43,,
12년11월13일,,,
12년11월14일,105.89,,
12년11월15일,107.32,,
12년11월16일,107.23,,
12년11월19일,108.41,,
12년11월20일,109.51,,
12년11월21일,108.54,,
12년11월22일,108.74,,
12년11월23일,108.73,,
12년11월26일,109.41,,
12년11월27일,109.06,,
12년11월28일,108.22,,
12년11월29일,107.24,,
12년11월30일,108.98,,
12년12월03일,108.44,,
12년12월04일,107.89,,
12년12월05일,107.47,,
12년12월06일,106.06,,
12년12월07일,104.68,,
12년12월10일,104.59,,
12년12월11일,104.24,,
12년12월12일,104.85,,
12년12월13일,105.66,,
12년12월14일,105.1,,
12년12월17일,105.86,,
12년12월18일,105.78,,
12년12월19일,106.31,,
12년12월20일,106.58,,
12년12월21일,106.78,,
12년12월24일,106.06,,
12년12월26일,106.8,,
12년12월27일,108.08,,
12년12월28일,107.99,,
12년12월31일,107.81,,
13년01월02일,107.61,,
13년01월03일,107.72,,
13년01월04일,107.46,,
13년01월07일,106.66,,
13년01월08일,107.29,,
13년01월09일,108,,
13년01월10일,108.09,,
13년01월11일,,,
13년01월14일,106.93,,
13년01월15일,107.44,,
13년01월16일,106.59,,
13년01월17일,106.47,,
13년01월18일,107.01,,
13년01월21일,107.95,,
13년01월22일,107.86,,
13년01월23일,108.09,,
13년01월24일,108.28,,
13년01월25일,109.13,,
13년01월28일,108.86,,
13년01월29일,108.68,,
13년01월30일,109.62,,
13년01월31일,110.8,,
13년02월01일,110.46,,
13년02월04일,111.67,,
13년02월05일,110.58,,
13년02월06일,111.6,,
13년02월07일,112.36,,
13년02월08일,112.64,,
13년02월11일,,,
13년02월12일,,,
13년02월13일,113.62,,
13년02월14일,113.28,,
13년02월15일,113.1,,
13년02월18일,113.04,,
13년02월19일,111.99,,
13년02월20일,112.25,,
13년02월21일,109.79,,
13년02월22일,109.53,,
13년02월25일,109.83,,
13년02월26일,108.8,,
13년02월27일,108.42,,
13년02월28일,106.76,,
13년03월01일,105.63,,
13년03월04일,104.81,,
13년03월05일,105.66,,
13년03월06일,106.84,,
13년03월07일,106.21,,
13년03월08일,106.56,,
13년03월11일,106.44,,
13년03월12일,105.49,,
13년03월13일,105.48,,
13년03월14일,104.57,,
13년03월15일,105.07,,
13년03월18일,105.04,,
13년03월19일,105.86,,
13년03월20일,104.78,,
13년03월21일,105.09,,
13년03월22일,104.13,,
13년03월25일,105.06,,
13년03월26일,105.15,,
13년03월27일,106.23,,
13년03월28일,107.07,,
13년04월01일,107.21,,
13년04월02일,108.41,,
13년04월03일,107.96,,
13년04월04일,105.14,,
13년04월05일,104.19,,
13년04월08일,103.13,,
13년04월09일,103.06,,
13년04월10일,103.73,,
13년04월11일,103.04,,
13년04월12일,101.64,,
13년04월15일,99.28,,
13년04월16일,97.81,,
13년04월17일,98.1,,
13년04월18일,96.71,,
13년04월19일,98.09,,
13년04월22일,98.31,,
13년04월23일,98.16,,
13년04월24일,99.59,,
13년04월25일,100.18,,
13년04월26일,101.07,,
13년04월29일,101.11,,
13년04월30일,101.28,,
13년05월01일,,,
13년05월02일,97.87,,
13년05월03일,99.82,,
13년05월06일,101.96,,
13년05월07일,102.13,,
13년05월08일,101.69,,
13년05월09일,101.25,,
13년05월10일,101.43,,
13년05월13일,100.3,,
13년05월14일,100,,
13년05월15일,99.24,,
13년05월16일,100.08,,
13년05월17일,100.86,,
13년05월20일,101.56,,
13년05월21일,101.41,,
13년05월22일,100.39,,
13년05월23일,98.68,,
13년05월24일,,,
13년05월27일,99.43,,
13년05월28일,100.38,,
13년05월29일,100.64,,
13년05월30일,99.14,,
13년05월31일,98.8,,
13년06월03일,97.64,,
13년06월04일,98.81,,
13년06월05일,100.14,,
13년06월06일,100.02,,
13년06월07일,100.4,,
13년06월10일,100.6,,
13년06월11일,100.27,,
13년06월12일,99.92,,
13년06월13일,99.94,,
13년06월14일,102.14,,
13년06월17일,103.28,,
13년06월18일,102.14,,
13년06월19일,103.09,,
13년06월20일,101.27,,
13년06월21일,99.79,,
13년06월24일,97.34,,
13년06월25일,98.83,,
13년06월26일,98.62,,
13년06월27일,98.82,,
13년06월28일,100.38,,
13년07월01일,99.22,,
13년07월02일,99.67,,
13년07월03일,101.25,,
13년07월04일,101.67,,
13년07월05일,101.95,,
13년07월08일,103.14,,
13년07월09일,103.3,,
13년07월10일,103.74,,
13년07월11일,104.11,,
13년07월12일,103.47,,
13년07월15일,104.15,,
13년07월16일,104.33,,
13년07월17일,103.89,,
13년07월18일,104.94,,
13년07월19일,105.39,,
13년07월22일,105.34,,
13년07월23일,104.83,,
13년07월24일,104.94,,
13년07월25일,104.51,,
13년07월26일,104.52,,
13년07월29일,104.38,,
13년07월30일,104.68,,
13년07월31일,104.29,,
13년08월01일,104.89,,
13년08월02일,105.86,,
13년08월05일,105.28,,
13년08월06일,104.46,,
13년08월07일,103.79,,
13년08월08일,,,
13년08월09일,,,
13년08월12일,103.95,,
13년08월13일,105.71,,
13년08월14일,105.46,,
13년08월15일,106.99,,
13년08월16일,106.67,,
13년08월19일,107.4,,
13년08월20일,106.38,,
13년08월21일,106.72,,
13년08월22일,107.61,,
13년08월23일,107.76,,
13년08월26일,108.18,,
13년08월27일,107.76,,
13년08월28일,111.65,,
13년08월29일,112.99,,
13년08월30일,111.78,,
13년09월02일,109.1,,
13년09월03일,109.81,,
13년09월04일,110.52,,
13년09월05일,110.14,,
13년09월06일,110.31,,
13년09월09일,110.76,,
13년09월10일,109.18,,
13년09월11일,108.62,,
13년09월12일,109.19,,
13년09월13일,109.51,,
13년09월16일,109.26,,
13년09월17일,107.91,,
13년09월18일,106.69,,
13년09월19일,108.8,,
13년09월20일,107.48,,
13년09월23일,105.74,,
13년09월24일,104.71,,
13년09월25일,105.36,,
13년09월26일,104.85,,
13년09월27일,105.11,,
13년09월30일,103.58,,
13년10월01일,103.41,,
13년10월02일,103.54,,
13년10월03일,104.85,,
13년10월04일,104.99,,
13년10월07일,104.3,,
13년10월08일,105.56,,
13년10월09일,105.82,,
13년10월10일,105.88,,
13년10월11일,107.08,,
13년10월14일,107.56,,
13년10월15일,,,
13년10월16일,106.49,,
13년10월17일,106.74,,
13년10월18일,105.82,,
13년10월21일,105.3,,
13년10월22일,106.59,,
13년10월23일,106.15,,
13년10월24일,105.18,,
13년10월25일,104.47,,
13년10월28일,104.76,,
13년10월29일,105.93,,
13년10월30일,105.78,,
13년10월31일,106.5,,
13년11월01일,105.85,,
13년11월04일,103.99,,
13년11월05일,104.91,,
13년11월06일,104.62,,
13년11월07일,102.46,,
13년11월08일,102.43,,
13년11월11일,103.03,,
13년11월12일,103.46,,
13년11월13일,103.14,,
13년11월14일,104.47,,
13년11월15일,105.06,,
13년11월18일,106.09,,
13년11월19일,106.06,,
13년11월20일,105.14,,
13년11월21일,105.77,,
13년11월22일,107.44,,
13년11월25일,106.77,,
13년11월26일,108.56,,
13년11월27일,108.67,,
13년11월28일,108.78,,
13년11월29일,108.68,,
13년12월02일,107.34,,
13년12월03일,108.26,,
13년12월04일,108.95,,
13년12월05일,108.34,,
13년12월06일,108.17,,
13년12월09일,107.93,,
13년12월10일,106.53,,
13년12월11일,106.42,,
13년12월12일,106.94,,
13년12월13일,105.71,,
13년12월16일,106.13,,
13년12월17일,105.93,,
13년12월18일,105.65,,
13년12월19일,106.34,,
13년12월20일,107.09,,
13년12월23일,108.48,,
13년12월24일,108.47,,
13년12월26일,108.5,,
13년12월27일,108.86,,
13년12월30일,108.77,,
13년12월31일,107.88,,
14년01월02일,107.79,,
14년01월03일,105.22,,
14년01월06일,104.29,,
14년01월07일,104.11,,
14년01월08일,104.14,,
14년01월09일,104.06,,
14년01월10일,103.99,,
14년01월13일,103.51,,
14년01월14일,103.21,,
14년01월15일,102.61,,
14년01월16일,103.01,,
14년01월17일,102.81,,
14년01월20일,103.28,,
14년01월21일,103.73,,
14년01월22일,103.94,,
14년01월23일,104.63,,
14년01월24일,104.13,,
14년01월27일,104.29,,
14년01월28일,103.82,,
14년01월29일,103.78,,
14년01월30일,103.77,,
14년01월31일,,,
14년02월03일,102.26,,
14년02월04일,101.98,,
14년02월05일,102.19,,
14년02월06일,102.58,,
14년02월07일,103.35,,
14년02월10일,105.13,,
14년02월11일,104.98,,
14년02월12일,105.19,,
14년02월13일,104.81,,
14년02월14일,105.08,,
14년02월17일,106.25,,
14년02월18일,106.73,,
14년02월19일,106.84,,
14년02월20일,106.52,,
14년02월21일,106.57,,
14년02월24일,106.26,,
14년02월25일,106.34,,
14년02월26일,105.65,,
14년02월27일,105.55,,
14년02월28일,105.39,,
14년03월03일,107.25,,
14년03월04일,106.06,,
14년03월05일,105.34,,
14년03월06일,103.94,,
14년03월07일,104.31,,
14년03월10일,104.26,,
14년03월11일,104.21,,
14년03월12일,103.79,,
14년03월13일,104.14,,
14년03월14일,103.96,,
14년03월17일,104.66,,
14년03월18일,103.46,,
14년03월19일,103.4,,
14년03월20일,103.47,,
14년03월21일,104.2,,
14년03월24일,103.66,,
14년03월25일,104.01,,
14년03월26일,104.29,,
14년03월27일,104.04,,
14년03월28일,104.58,,
14년03월31일,104.44,,
14년04월01일,104.11,,
14년04월02일,102.44,,
14년04월03일,101.29,,
14년04월04일,103.04,,
14년04월07일,102.36,,
14년04월08일,103.16,,
14년04월09일,104.09,,
14년04월10일,104.56,,
14년04월11일,104.13,,
14년04월14일,105.16,,
14년04월15일,105.36,,
14년04월16일,106.4,,
14년04월17일,105.84,,
14년04월21일,105.76,,
14년04월22일,106.31,,
14년04월23일,105.87,,
14년04월24일,105.74,,
14년04월25일,106.38,,
14년04월28일,106.02,,
14년04월29일,104.78,,
14년04월30일,104.49,,
14년05월01일,,,
14년05월02일,104.39,,
14년05월05일,104.75,,
14년05월06일,103.91,,
14년05월07일,103.59,,
14년05월08일,104.09,,
14년05월09일,104.99,,
14년05월12일,104.46,,
14년05월13일,,,
14년05월14일,105.67,,
14년05월15일,105.78,,
14년05월16일,105.07,,
14년05월19일,106.56,,
14년05월20일,106.12,,
14년05월21일,106.59,,
14년05월22일,106.94,,
14년05월23일,106.84,,
14년05월26일,106.66,,
14년05월27일,106.81,,
14년05월28일,106.59,,
14년05월29일,106.33,,
14년05월30일,106.28,,
14년06월02일,105.6,,
14년06월03일,104.85,,
14년06월04일,105.31,,
14년06월05일,104.28,,
14년06월06일,105.31,,
14년06월09일,105.14,,
14년06월10일,105.16,,
14년06월11일,105.37,,
14년06월12일,106.96,,
14년06월13일,109.51,,
14년06월16일,109.27,,
14년06월17일,108.76,,
14년06월18일,109.94,,
14년06월19일,110.46,,
14년06월20일,110.74,,
14년06월23일,111.23,,
14년06월24일,109.76,,
14년06월25일,110.05,,
14년06월26일,109.89,,
14년06월27일,109.68,,
14년06월30일,109.29,,
14년07월01일,109.18,,
14년07월02일,109.16,,
14년07월03일,107.72,,
14년07월04일,107.95,,
14년07월07일,107.15,,
14년07월08일,106.94,,
14년07월09일,106.11,,
14년07월10일,105.67,,
14년07월11일,106.03,,
14년07월14일,104.76,,
14년07월15일,104.49,,
14년07월16일,105.06,,
14년07월17일,104.96,,
14년07월18일,105.71,,
14년07월21일,105.17,,
14년07월22일,105.53,,
14년07월23일,105.33,,
14년07월24일,105.79,,
14년07월25일,105.15,,
14년07월28일,,,
14년07월29일,105.84,,
14년07월30일,105.98,,
14년07월31일,105.23,,
14년08월01일,104.92,,
14년08월04일,103.15,,
14년08월05일,103.81,,
14년08월06일,102.87,,
14년08월07일,103,,
14년08월08일,103.85,,
14년08월11일,103.48,,
14년08월12일,103.25,,
14년08월13일,101.98,,
14년08월14일,103.02,,
14년08월15일,100.96,,
14년08월18일,102.12,,
14년08월19일,100.64,,
14년08월20일,100.45,,
14년08월21일,100.3,,
14년08월22일,100.52,,
14년08월25일,100.24,,
14년08월26일,100.49,,
14년08월27일,100.51,,
14년08월28일,100.68,,
14년08월29일,100.52,,
14년09월01일,100.94,,
14년09월02일,100.39,,
14년09월03일,97.74,,
14년09월04일,100.05,,
14년09월05일,99.03,,
14년09월08일,98.07,,
14년09월09일,97.56,,
14년09월10일,96.77,,
14년09월11일,95.81,,
14년09월12일,95.89,,
14년09월15일,95.19,,
14년09월16일,94.94,,
14년09월17일,96.46,,
14년09월18일,96.37,,
14년09월19일,95.42,,
14년09월22일,95.92,,
14년09월23일,94.92,,
14년09월24일,94.84,,
14년09월25일,94.92,,
14년09월26일,94.91,,
14년09월29일,94.9,,
14년09월30일,95.01,,
14년10월01일,93.52,,
14년10월02일,91.86,,
14년10월03일,91.12,,
14년10월06일,90.14,,
14년10월07일,90.88,,
14년10월08일,89.93,,
14년10월09일,89.23,,
14년10월10일,88.04,,
14년10월13일,88.25,,
14년10월14일,87.34,,
14년10월15일,84.23,,
14년10월16일,83.07,,
14년10월17일,83.85,,
14년10월20일,84.89,,
14년10월21일,84.33,,
14년10월22일,,,
14년10월23일,83.25,,
14년10월24일,84.63,,
14년10월27일,84.19,,
14년10월28일,83.98,,
14년10월29일,84.14,,
14년10월30일,84.82,,
14년10월31일,84.27,,
14년11월03일,84.04,,
14년11월04일,81.65,,
14년11월05일,79.77,,
14년11월06일,79.8,,
14년11월07일,79.67,,
14년11월10일,80.08,,
14년11월11일,79.16,,
14년11월12일,78.55,,
14년11월13일,77.56,,
14년11월14일,74.01,,
14년11월17일,75.14,,
14년11월18일,75.08,,
14년11월19일,74.46,,
14년11월20일,74.18,,
14년11월21일,75.9,,
14년11월24일,77.54,,
14년11월25일,77.11,,
14년11월26일,75.71,,
14년11월27일,73.33,,
14년11월28일,69.09,,
14년12월01일,66.49,,
14년12월02일,69.02,,
14년12월03일,67.07,,
14년12월04일,66.95,,
14년12월05일,66.24,,
14년12월08일,65.62,,
14년12월09일,63.2,,
14년12월10일,63.76,,
14년12월11일,61.57,,
14년12월12일,60.51,,
14년12월15일,59.56,,
14년12월16일,56.5,,
14년12월17일,55.56,,
14년12월18일,56.42,,
14년12월19일,55.7,,
14년12월22일,58.09,,
14년12월23일,56.2,,
14년12월24일,57.22,,
14년12월26일,56.32,,
14년12월29일,55.87,,
14년12월30일,53.62,,
14년12월31일,53.6,,
15년01월02일,53.27,,
15년01월05일,50.98,,
15년01월06일,48.08,,
15년01월07일,46.6,,
15년01월08일,47.5,,
15년01월09일,47.41,,
15년01월12일,45.67,,
15년01월13일,43.3,,
15년01월14일,42.55,,
15년01월15일,44.48,,
15년01월16일,43.92,,
15년01월19일,46.04,,
15년01월20일,44.82,,
15년01월21일,44.75,,
15년01월22일,44.65,,
15년01월23일,44.42,,
15년01월26일,44.15,,
15년01월27일,43.63,,
15년01월28일,44.83,,
15년01월29일,44.63,,
15년01월30일,45.59,,
15년02월02일,48.81,,
15년02월03일,52.62,,
15년02월04일,54.72,,
15년02월05일,51.41,,
15년02월06일,54.23,,
15년02월09일,55.37,,
15년02월10일,55.83,,
15년02월11일,54.91,,
15년02월12일,54.75,,
15년02월13일,57.7,,
15년02월16일,58.83,,
15년02월17일,58.89,,
15년02월18일,59.32,,
15년02월19일,,,
15년02월20일,,,
15년02월23일,57.29,,
15년02월24일,56.06,,
15년02월25일,55.84,,
15년02월26일,58.42,,
15년02월27일,57.39,,
15년03월02일,59.58,,
15년03월03일,57.15,,
15년03월04일,57.8,,
15년03월05일,57.35,,
15년03월06일,57.26,,
15년03월09일,56.58,,
15년03월10일,55.48,,
15년03월11일,53.5,,
15년03월12일,55.4,,
15년03월13일,54.96,,
15년03월16일,52.75,,
15년03월17일,51.64,,
15년03월18일,51.24,,
15년03월19일,53.4,,
15년03월20일,52.06,,
15년03월23일,52.87,,
15년03월24일,53.4,,
15년03월25일,52.69,,
15년03월26일,53.99,,
15년03월27일,56.37,,
15년03월30일,53.95,,
15년03월31일,53.84,,
15년04월01일,52.83,,
15년04월02일,54.63,,
15년04월06일,53.95,,
15년04월07일,55.01,,
15년04월08일,55.92,,
15년04월09일,53.31,,
15년04월10일,54.28,,
15년04월13일,56.58,,
15년04월14일,56.32,,
15년04월15일,56.82,,
15년04월16일,58.66,,
15년04월17일,59.21,,
15년04월20일,59.34,,
15년04월21일,59.25,,
15년04월22일,58.03,,
15년04월23일,58.6,,
15년04월24일,61.43,,
15년04월27일,62,,
15년04월28일,61.62,,
15년04월29일,61.65,,
15년04월30일,62.69,,
15년05월01일,,,
15년05월04일,63.03,,
15년05월05일,63.28,,
15년05월06일,64.79,,
15년05월07일,65.06,,
15년05월08일,62.96,,
15년05월11일,62.84,,
15년05월12일,62.4,,
15년05월13일,64.21,,
15년05월14일,63.61,,
15년05월15일,63.49,,
15년05월18일,63.58,,
15년05월19일,62.79,,
15년05월20일,61.75,,
15년05월21일,62.68,,
15년05월22일,64.03,,
15년05월25일,62.98,,
15년05월26일,63.07,,
15년05월27일,62.11,,
15년05월28일,60.64,,
15년05월29일,61.11,,
15년06월01일,,,
15년06월02일,62.49,,
15년06월03일,62.3,,
15년06월04일,60.71,,
15년06월05일,59.03,,
15년06월08일,60.23,,
15년06월09일,59.64,,
15년06월10일,62.66,,
15년06월11일,63.44,,
15년06월12일,62.42,,
15년06월15일,61.29,,
15년06월16일,60.46,,
15년06월17일,60.81,,
15년06월18일,60.98,,
15년06월19일,60.93,,
15년06월22일,59.82,,
15년06월23일,60.11,,
15년06월24일,61.09,,
15년06월25일,60.26,,
15년06월26일,60.01,,
15년06월29일,59.36,,
15년06월30일,59.56,,
15년07월01일,60.93,,
15년07월02일,59.51,,
15년07월03일,59.45,,
15년07월06일,57.93,,
15년07월07일,55.16,,
15년07월08일,54.98,,
15년07월09일,56.69,,
15년07월10일,58.19,,
15년07월13일,57.75,,
15년07월14일,56.25,,
15년07월15일,56.93,,
15년07월16일,55.75,,
15년07월17일,,,
15년07월20일,55.4,,
15년07월21일,54.68,,
15년07월22일,55.03,,
15년07월23일,54.22,,
15년07월24일,53.45,,
15년07월27일,52.87,,
15년07월28일,51.85,,
15년07월29일,51.86,,
15년07월30일,52.53,,
15년07월31일,52.07,,
15년08월03일,51.11,,
15년08월04일,50.13,,
15년08월05일,50.09,,
15년08월06일,49.71,,
15년08월07일,,,
15년08월10일,,,
15년08월11일,50.59,,
15년08월12일,49.37,,
15년08월13일,49.87,,
15년08월14일,49.43,,
15년08월17일,48.53,,
15년08월18일,48.22,,
15년08월19일,48.27,,
15년08월20일,46.73,,
15년08월21일,46.23,,
15년08월24일,44.4,,
15년08월25일,42.66,,
15년08월26일,42.94,,
15년08월27일,43.57,,
15년08월28일,46.84,,
15년08월31일,48.72,,
15년09월01일,49.98,,
15년09월02일,46.16,,
15년09월03일,47.01,,
15년09월04일,47.19,,
15년09월07일,46.6,,
15년09월08일,45.93,,
15년09월09일,47.55,,
15년09월10일,45.75,,
15년09월11일,,,
15년09월14일,45.47,,
15년09월15일,43.87,,
15년09월16일,44.08,,
15년09월17일,46.78,,
15년09월18일,45.99,,
15년09월21일,44.58,,
15년09월22일,45,,
15년09월23일,45.13,,
15년09월24일,,,
15년09월25일,44.98,,
15년09월28일,45.01,,
15년09월29일,43.95,,
15년09월30일,44.31,,
15년10월01일,45.92,,
15년10월02일,45.38,,
15년10월05일,45.91,,
15년10월06일,46.48,,
15년10월07일,48.97,,
15년10월08일,48.41,,
15년10월09일,49.99,,
15년10월12일,49.61,,
15년10월13일,47.08,,
15년10월14일,46.52,,
15년10월15일,46.44,,
15년10월16일,46.58,,
15년10월19일,46.22,,
15년10월20일,44.61,,
15년10월21일,44.43,,
15년10월22일,43.71,,
15년10월23일,43.9,,
15년10월26일,43.48,,
15년10월27일,43.01,,
15년10월28일,43.11,,
15년10월29일,44.45,,
15년10월30일,43.94,,
15년11월02일,44.55,,
15년11월03일,43.89,,
15년11월04일,45.45,,
15년11월05일,43.7,,
15년11월06일,43.16,,
15년11월09일,42.88,,
15년11월10일,,,
15년11월11일,42.59,,
15년11월12일,41.68,,
15년11월13일,40.77,,
15년11월16일,40.35,,
15년11월17일,40.39,,
15년11월18일,39.64,,
15년11월19일,40.13,,
15년11월20일,40.07,,
15년11월23일,39.57,,
15년11월24일,40.7,,
15년11월25일,41.4,,
15년11월26일,40.94,,
15년11월27일,40.37,,
15년11월30일,39.87,,
15년12월01일,39.8,,
15년12월02일,39.75,,
15년12월03일,38.29,,
15년12월04일,39.11,,
15년12월07일,38.35,,
15년12월08일,36.91,,
15년12월09일,36.49,,
15년12월10일,36.51,,
15년12월11일,36.2,,
15년12월14일,34.64,,
15년12월15일,33.82,,
15년12월16일,34.24,,
15년12월17일,32.86,,
15년12월18일,32.98,,
15년12월21일,31.98,,
15년12월22일,32,,
15년12월23일,31.82,,
15년12월24일,32.83,,
15년12월28일,32.61,,
15년12월29일,32.11,,
15년12월30일,32.74,,
15년12월31일,32.19,,
16년01월04일,32.54,,
16년01월05일,31.66,,
16년01월06일,30.76,,
16년01월07일,27.96,,
16년01월08일,29.11,,
16년01월11일,28.07,,
16년01월12일,26.44,,
16년01월13일,26.49,,
16년01월14일,26.04,,
16년01월15일,26.22,,
16년01월18일,24.65,,
16년01월19일,24.72,,
16년01월20일,23.36,,
16년01월21일,22.83,,
16년01월22일,23.88,,
16년01월25일,26.1,,
16년01월26일,24.84,,
16년01월27일,26.11,,
16년01월28일,27.08,,
16년01월29일,28.37,,
16년02월01일,29.01,,
16년02월02일,28.08,,
16년02월03일,27.52,,
16년02월04일,29.51,,
16년02월05일,29.22,,
16년02월08일,,,
16년02월09일,,,
16년02월10일,26.2,,
16년02월11일,26.08,,
16년02월12일,26.86,,
16년02월15일,29.22,,
16년02월16일,30.66,,
16년02월17일,28.31,,
16년02월18일,30.25,,
16년02월19일,30.07,,
16년02월22일,29.33,,
16년02월23일,29.69,,
16년02월24일,28.57,,
16년02월25일,29.46,,
16년02월26일,30.43,,
16년02월29일,29.99,,
16년03월01일,31.65,,
16년03월02일,31.95,,
16년03월03일,32.04,,
16년03월04일,32.17,,
16년03월07일,34.39,,
16년03월08일,35.56,,
16년03월09일,35.03,,
16년03월10일,36.25,,
16년03월11일,36.37,,
16년03월14일,35.69,,
16년03월15일,34.66,,
16년03월16일,34.8,,
16년03월17일,36.67,,
16년03월18일,37.42,,
16년03월21일,37.14,,
16년03월22일,37.43,,
16년03월23일,37.14,,
16년03월24일,36.04,,
16년03월28일,36.31,,
16년03월29일,36.17,,
16년03월30일,35.45,,
16년03월31일,35.05,,
16년04월01일,36.22,,
16년04월04일,34.84,,
16년04월05일,33.83,,
16년04월06일,34.69,,
16년04월07일,36.48,,
16년04월08일,36.71,,
16년04월11일,37.79,,
16년04월12일,38.67,,
16년04월13일,40.11,,
16년04월14일,39.66,,
16년04월15일,39.37,,
16년04월18일,37.73,,
16년04월19일,39.17,,
16년04월20일,39.03,,
16년04월21일,41.7,,
16년04월22일,41.01,,
16년04월25일,40.86,,
16년04월26일,40.83,,
16년04월27일,42.59,,
16년04월28일,43.22,,
16년04월29일,44.26,,
16년05월02일,,,
16년05월03일,43.03,,
16년05월04일,42.05,,
16년05월05일,42.45,,
16년05월06일,42.2,,
16년05월09일,42.84,,
16년05월10일,41.23,,
16년05월11일,42.18,,
16년05월12일,44.65,,
16년05월13일,44.39,,
16년05월16일,45.35,,
16년05월17일,45.68,,
16년05월18일,45.76,,
16년05월19일,44.75,,
16년05월20일,45.65,,
